Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2020-2021,Temple,The American,2,Peyton Boyd,Jr,RS,6-3,4,3,14,NA,35,11,67,0.358,NA,1,NA,6,NA,1,9,NA,5.5,41.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Temple,The American,5,Gem Grimshaw,Jr,OH,6-1,17,15,65,2,222,83,597,0.233,9,20,17,175,24,6,37,2,28.5,266.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Temple,The American,7,Xeryah Salanoa,Jr,RS,6-0,9,4,26,NA,9,8,49,0.02,4,3,2,57,1,NA,6,NA,3,15,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Temple,The American,11,Tyler Lindgren,Jr,S,5-11,17,17,67,2,36,6,114,0.263,696,6,6,169,NA,2,17,1,12.5,52.5,5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Temple,The American,16,Miray Bolukbasi,Jr,OH,6-1,17,16,61,2,223,105,610,0.193,11,8,15,123,17,1,20,1,12.5,242,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tulane,The American,1,Amanda Giardina,Jr,S,5-9,10,9,38,NA,9,2,28,0.25,208,9,9,89,NA,NA,2,NA,1,19,17,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tulane,The American,7,Yvette Burcescu,Jr,RS,6-4,20,14,76,NA,132,67,431,0.151,19,NA,1,35,NA,6,46,NA,29,161,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tulane,The American,31,Kayla Dinkins,Jr,MH,6-2,20,19,76,NA,175,67,423,0.255,6,9,16,23,NA,9,79,2,50.5,232.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tulane,The American,33,Makala Heidelberg,Jr,OH,5-7,25,NA,25,NA,0,0,1,0,2,4,7,119,8,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tulane,The American,34,Taylor Henigsman,Jr,S,5-11,19,10,72,NA,26,12,83,0.169,587,6,16,120,NA,NA,16,6,14,40,13,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tulsa,The American,5,Hannah Overmyer,Jr,OH,5-10,10,1,35,NA,3,6,33,-0.091,19,12,7,181,8,1,1,NA,1.5,16.5,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tulsa,The American,9,Roosa Rautio,Jr,S,5-9,10,10,35,NA,8,3,45,0.111,348,5,12,94,NA,NA,20,1,11,23,12,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tulsa,The American,23,Maddie Flora,Jr,L/DS,5-2,32,NA,32,NA,0,0,1,0,3,2,8,74,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UCF,The American,3,Amber Olson,Jr,S,6-0,16,12,56,NA,5,1,16,0.25,328,15,13,136,NA,NA,1,NA,0.5,20.5,6,NA,NA,NA,NA,NA,NA,NA
2020-2021,UCF,The American,16,Tali Marmen,Jr,OH,6-2,18,11,63,NA,142,62,411,0.195,8,17,17,100,27,9,29,3,26.5,182.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UCF,The American,20,McKenna Melville,Jr,OH,6-1,18,18,65,NA,296,86,772,0.272,18,16,23,193,10,7,27,4,24.5,332.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UCF,The American,21,Kathryn Wesolich,Jr,MB,6-2,18,18,65,NA,78,26,178,0.292,5,23,14,22,NA,5,71,3,43.5,141.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wichita St.,The American,21,Megan Taflinger,Jr,OH,6-0,15,10,51,NA,111,49,345,0.18,3,5,10,84,13,2,22,5,18,129,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wichita St.,The American,26,Bryn Stansberry,Jr,L,5-3,14,NA,14,NA,0,0,0,NA,1,2,2,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,California Baptist,WAC,14,Ellie Voss,Jr,MB,6-2,12,10,42,NA,72,22,177,0.282,6,3,4,24,NA,7,27,2,22.5,95.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,California Baptist,WAC,16,Cali Hoye,Jr,OH,6-1,12,12,41,NA,147,60,403,0.216,5,10,6,82,17,1,10,NA,6,163,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,California Baptist,WAC,18,Hana Okuhara,Jr,S,5-9,13,1,44,NA,8,1,22,0.318,217,4,9,84,NA,NA,NA,1,1,12,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,California Baptist,WAC,20,Cassidy Dennison,Jr,OH,5-9,13,10,42,NA,56,31,224,0.112,7,4,6,87,9,NA,4,NA,2,62,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Chicago St.,WAC,10,Nailah Jones,Jr,OH,5-10,33,NA,33,NA,73,45,255,0.11,2,3,1,35,6,3,13,1,10.5,85.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Chicago St.,WAC,12,Kayla Malec,Jr,MB,6-0,5,NA,5,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Grand Canyon,WAC,7,Annabelle Kubinski,Jr,MB,6-0,12,4,21,NA,33,12,77,0.273,3,7,10,10,NA,2,6,4,9,45,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Grand Canyon,WAC,8,Kayla Matthews,Jr,OH,5-11,1,1,1,NA,3,2,10,0.1,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Grand Canyon,WAC,10,KJ Adams,Jr,L,6-0,50,NA,50,NA,1,2,17,-0.059,36,12,6,241,9,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Grand Canyon,WAC,16,Kaira Moss,Jr,MB,6-1,15,15,46,NA,119,37,282,0.291,1,NA,NA,12,NA,22,28,8,44,155,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Mexico St.,WAC,4,Cat Kelly,Jr,OH,5-8,10,2,24,NA,39,19,108,0.185,8,3,2,31,NA,NA,8,2,6,46,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Mexico St.,WAC,8,Lindsay Blakey,Jr,MB,6-3,18,17,55,NA,69,18,132,0.386,5,1,2,8,NA,4,54,6,37,101,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Mexico St.,WAC,11,Shaney Lipscomb,Jr,RS,-,14,10,48,NA,136,43,291,0.32,1,1,NA,23,NA,2,39,4,25.5,158.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Mexico St.,WAC,14,Carly Aigner-Swesey,Jr,S,5-8,18,11,61,NA,3,0,11,0.273,353,13,19,126,NA,NA,NA,NA,NA,16,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Mexico St.,WAC,18,Jordan George,Jr,L/DS,5-6,40,NA,40,NA,0,0,2,0,3,8,3,9,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Mexico St.,WAC,19,Savannah Davison,Jr,OH,5-10,18,18,61,NA,191,78,483,0.234,8,8,45,150,16,5,28,5,24,218,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,New Mexico St.,WAC,21,Lia Mosher,Jr,MB,6-2,18,18,61,NA,141,30,264,0.42,5,3,2,16,NA,7,67,4,44.5,184.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seattle U,WAC,2,Lilly Eason,Jr,S,5-8,23,NA,23,NA,0,0,0,NA,8,5,5,8,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seattle U,WAC,12,Sofia Sanchez,Jr,OH,6-2,10,5,30,NA,60,42,196,0.092,4,3,8,40,14,1,5,6,9.5,66.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seattle U,WAC,14,Julia Queiroz,Jr,MB,-,10,6,33,NA,84,45,203,0.192,NA,NA,NA,13,NA,2,13,NA,8.5,92.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seattle U,WAC,16,Azzia MacDonald,Jr,MB,6-2,1,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seattle U,WAC,18,Eve Kerschenbaum,Jr,OH,6-3,11,11,35,NA,93,55,284,0.134,6,2,6,38,7,1,13,1,8.5,102.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tarleton St.,WAC,2,Kayla Brannon,Jr,S,5-8,24,24,89,NA,35,3,94,0.34,719,15,17,210,NA,1,10,2,8,56,18,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tarleton St.,WAC,6,Lorin McNeil,Jr,MB,5-11,20,20,75,NA,103,32,254,0.28,1,13,8,27,NA,17,75,12,67.5,170.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tarleton St.,WAC,10,Amari Franklin,Jr,OH,5-8,13,1,23,NA,32,17,121,0.124,NA,NA,NA,9,1,1,6,1,5,36,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tarleton St.,WAC,11,Lauren Kersey,Jr,RS,5-11,24,24,89,NA,283,79,631,0.323,4,NA,5,65,3,7,48,4,35,314,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tarleton St.,WAC,12,Carmen Kinsey,Jr,OH,5-11,23,1,68,NA,110,67,426,0.101,NA,NA,NA,23,NA,4,22,3,18,125,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tarleton St.,WAC,13,Charlotte Bradshaw,Jr,MB,5-11,1,NA,1,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tarleton St.,WAC,16,Ana Costas,Jr,DS,5-3,86,NA,86,NA,2,1,26,0.038,93,14,16,422,7,NA,NA,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Tarleton St.,WAC,18,Hali'A Hogan,Jr,MB,5-11,19,7,56,NA,120,72,390,0.123,3,5,11,49,9,5,23,7,23.5,141.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,UTRGV,WAC,4,Yasmim da Silva,Jr,OH,5-11,10,6,28,NA,39,32,141,0.05,4,3,8,57,12,1,6,NA,4,46,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,UTRGV,WAC,5,Carter Helmcamp,Jr,S,5-8,6,NA,6,NA,1,0,2,0.5,6,1,NA,9,1,NA,1,NA,0.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UTRGV,WAC,7,Pamela Moreira,Jr,RS,6-0,13,3,38,NA,18,7,63,0.175,NA,2,NA,64,NA,NA,4,NA,2,22,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UTRGV,WAC,8,Sarah Cruz,Jr,OH,6-2,17,17,54,NA,93,72,340,0.062,12,10,20,66,9,9,31,5,29.5,127.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Utah Tech,WAC,3,Miranda Ekblad,Jr,MB,6-1,2,NA,2,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Utah Tech,WAC,4,Rebekah Farris,Jr,L/DS,5-9,17,8,55,NA,2,4,13,-0.154,10,8,15,130,11,NA,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Utah Tech,WAC,10,Lacie Tenney,Jr,MB,6-1,2,NA,2,NA,1,1,6,0,NA,NA,NA,1,NA,NA,3,NA,1.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Utah Tech,WAC,12,Siara Roberts,Jr,S,6-0,11,3,28,NA,7,5,36,0.056,73,5,12,42,NA,1,NA,NA,1,13,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Utah Tech,WAC,15,Whittnee Nihipali,Jr,OH,6-2,16,13,53,NA,149,49,406,0.246,10,1,3,96,9,1,17,5,14.5,159.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Utah Tech,WAC,16,Lauolive Tonga,Jr,MB,5-10,17,17,56,NA,116,33,265,0.313,2,2,11,40,1,4,38,1,25,141,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Utah Valley,WAC,9,Kazna Tanuvasa,Jr,OH,5-11,18,18,65,NA,231,101,573,0.227,4,5,8,73,16,3,24,2,17,251,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Utah Valley,WAC,11,Sadie Hamson,Jr,MB,6-0,18,15,49,NA,65,29,178,0.202,4,6,6,20,1,5,58,8,42,105,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Utah Valley,WAC,18,Kaili Downs,Jr,RS,6-2,19,4,50,NA,57,30,202,0.134,NA,NA,NA,14,NA,NA,24,2,14,69,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,BYU,WCC,8,Tayler Hifo,Jr,S,5-8,63,NA,63,NA,0,0,2,0,16,18,33,23,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,BYU,WCC,21,Whitney McEwan-Llarenas,Jr,MB,6-3,8,5,21,2,20,6,44,0.318,2,1,1,7,NA,NA,14,NA,9,28,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Gonzaga,WCC,5,Kennedy Croft,Jr,OH,5-10,12,11,49,NA,128,33,375,0.253,5,9,21,139,3,2,10,3,10,144,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Gonzaga,WCC,8,Claire Barbe,Jr,OPP,5-10,3,1,4,NA,1,0,4,0.25,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,LMU (CA),WCC,15,Ella Boehle,Jr,DS,5-9,16,4,62,NA,0,0,4,0,14,17,22,117,11,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pacific,WCC,2,Gabby Leo,Jr,S,5-5,8,8,35,2,11,6,43,0.116,359,4,10,107,NA,NA,3,2,3,16.5,4,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pacific,WCC,5,Jadyn Tubbs,Jr,L,5-5,35,NA,35,NA,2,2,8,0,24,4,10,159,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pacific,WCC,11,Riley Ramsey,Jr,OH,6-2,5,4,21,1,14,13,61,0.016,3,8,5,33,4,1,2,NA,3,24,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pacific,WCC,12,Kennedy Kaminsky,Jr,MB,6-3,4,4,18,NA,29,18,80,0.138,1,1,1,13,NA,3,8,2,9,37,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pacific,WCC,14,Lucy Carpenter,Jr,OH,5-10,4,1,7,1,10,1,17,0.529,NA,NA,NA,2,NA,1,2,NA,3,12,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pacific,WCC,23,Riley Patterson,Jr,OH,5-7,9,9,38,3,113,77,343,0.105,5,9,29,125,7,NA,13,NA,8,128.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pepperdine,WCC,6,Madison Shields,Jr,L/DS,5-7,81,NA,81,NA,1,1,3,0,71,9,14,342,18,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pepperdine,WCC,9,Rosie Ballo,Jr,MB,6-4,24,NA,24,NA,23,6,47,0.362,3,NA,1,2,NA,1,14,4,15.5,31,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pepperdine,WCC,14,Savana Greene,Jr,OH,6-1,1,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pepperdine,WCC,17,Lily Dyer,Jr,S,5-9,32,NA,32,NA,0,0,0,NA,2,2,3,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Pepperdine,WCC,18,Rachel Ahrens,Jr,OPP,6-4,21,18,81,10,358,135,867,0.257,1,36,57,102,6,2,39,5,34,415.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Portland,WCC,13,Claire Forrest,Jr,OH,6-0,14,11,44,2,51,18,116,0.284,2,6,13,19,NA,6,26,NA,19,76,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Saint Mary's (CA),WCC,4,Selbie Christensen,Jr,OH,6-2,13,2,50,NA,52,25,173,0.156,1,NA,NA,15,NA,3,22,2,18,66,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Saint Mary's (CA),WCC,7,Hawley Harrer,Jr,OPP,6-2,17,15,63,2,133,44,399,0.223,6,NA,3,79,2,2,28,2,19.5,149,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Saint Mary's (CA),WCC,19,Chandler Cowell,Jr,OH,5-10,17,17,63,2,157,81,597,0.127,15,10,16,116,24,2,27,3,19.5,182.5,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Saint Mary's (CA),WCC,22,Alosina Thompson,Jr,S,5-10,17,4,56,NA,18,2,41,0.39,191,12,11,113,2,NA,3,NA,2,31.5,6,NA,NA,NA,NA,NA,NA,NA
2020-2021,Saint Mary's (CA),WCC,23,Abigail Matoso,Jr,L/DS,5-8,55,NA,55,NA,1,0,6,0.167,42,13,21,164,20,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,San Diego,WCC,1,Gabby Goddard,Jr,MB,6-3,9,8,33,NA,27,9,78,0.231,2,NA,1,2,1,6,30,4,25,48,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,San Diego,WCC,2,Annie Benbow,Jr,L/DS,5-3,45,NA,45,NA,1,0,3,0.333,43,11,16,179,20,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,San Diego,WCC,6,Laura Madill,Jr,S,5-11,13,13,41,2,25,7,56,0.321,385,11,34,91,NA,NA,19,2,12.5,45.5,6,NA,NA,NA,NA,NA,NA,NA
2020-2021,San Diego,WCC,16,Camryn Tastad,Jr,L/DS,5-3,51,NA,51,NA,0,0,2,0,29,4,5,113,10,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,San Diego,WCC,18,Katie Lukes,Jr,OH,6-2,8,4,30,NA,68,31,198,0.187,3,1,3,25,3,NA,14,2,9,76,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,San Francisco,WCC,1,Bruna Correa,Jr,S,5-7,12,3,42,NA,0,0,3,0,41,11,17,99,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,San Francisco,WCC,6,Katie Wagstaff,Jr,MB,6-0,18,17,70,3,53,21,162,0.198,2,NA,1,9,1,6,39,3,31,78.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,San Francisco,WCC,11,Sophie Sydenham,Jr,OH,5-10,14,4,33,1,40,20,149,0.134,1,1,3,16,1,NA,7,NA,3.5,44.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,San Francisco,WCC,17,McKenna Marshall,Jr,OH,6-1,18,18,69,3,281,131,783,0.192,13,17,54,181,20,5,14,2,15,310,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Santa Clara,WCC,7,Michelle Shaffer,Jr,S,5-10,18,15,63,6,59,33,186,0.14,394,16,30,122,1,4,35,5,37,96.5,7,1,NA,NA,NA,NA,NA,NA
2020-2021,Santa Clara,WCC,8,Liliana Light,Jr,S,6-1,14,10,42,6,20,4,43,0.372,196,10,17,65,1,2,16,9,21,40,8,NA,NA,NA,NA,NA,NA,NA
2020-2021,Santa Clara,WCC,18,Alex Anthony,Jr,MB,6-0,18,18,65,9,72,20,209,0.249,5,NA,8,16,2,4,61,10,54.5,106.5,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,Boston College,ACC,2,Silvia Ianeselli,Jr,OH,6-1,16,7,40,NA,48,28,164,0.122,NA,4,2,23,4,2,6,4,NA,57,1,NA,48,NA,NA,NA,NA,NA
2021-2022,Boston College,ACC,3,Gabby McCaa,Jr,MB,6-3,33,33,120,NA,87,34,207,0.256,3,26,39,63,1,21,96,14,NA,182,3,NA,387,NA,NA,NA,NA,NA
2021-2022,Boston College,ACC,12,Izzy Clavenna,Jr,RS,6-2,29,4,99,NA,216,64,545,0.279,6,NA,NA,42,NA,3,41,2,NA,239.5,NA,NA,1,NA,NA,NA,NA,NA
2021-2022,Boston College,ACC,15,Payton Hielscher,Jr,S,6-1,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,Clemson,ACC,17,Caitlyn Meeks,Jr,L/DS,5-9,7,0,15,NA,0,0,1,0,3,NA,1,14,5,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
2021-2022,Clemson,ACC,18,Mckenna Slavik,Jr,S,6-1,27,27,96,NA,69,15,219,0.247,911,18,23,205,NA,3,36,4,NA,108,10,NA,358,NA,NA,NA,NA,NA
2021-2022,Clemson,ACC,34,Ani Clark,Jr,MB,6-3,30,29,106,NA,197,58,439,0.317,NA,24,46,38,NA,16,59,6,NA,266.5,3,NA,302,NA,NA,NA,NA,NA
2021-2022,Duke,ACC,1,Camille Nazor,Jr,S,6-1,24,7,53,NA,21,7,59,0.237,289,10,8,63,NA,1,22,NA,NA,43,16,NA,120,NA,NA,NA,NA,NA
2021-2022,Duke,ACC,2,Moorea Wood,Jr,OH,6-2,21,3,51,NA,90,39,227,0.225,2,2,2,9,NA,1,11,4,NA,98.5,NA,NA,13,NA,NA,NA,NA,NA
2021-2022,Duke,ACC,7,Gracie Johnson,Jr,OH,6-0,29,29,101,NA,239,131,801,0.135,12,46,71,254,45,1,34,4,NA,303,NA,NA,365,NA,NA,NA,NA,NA
2021-2022,Duke,ACC,16,Lizzie Fleming,Jr,MB,6-3,29,28,101,NA,176,32,462,0.312,5,4,5,38,NA,15,86,3,NA,238,NA,NA,54,NA,NA,NA,NA,NA
2021-2022,Florida St.,ACC,3,Morgan Chacon,Jr,OH,5-11,27,27,96,NA,251,95,851,0.183,12,29,11,290,20,3,28,2,NA,297,NA,NA,365,NA,NA,NA,NA,NA
2021-2022,Florida St.,ACC,7,Lily Tessier,Jr,S,6-3,29,28,101,NA,71,9,218,0.284,1019,14,10,260,NA,3,44,3,NA,110,4,NA,293,NA,NA,NA,NA,NA
2021-2022,Florida St.,ACC,16,Emma Clothier,Jr,MB,6-2,30,30,108,NA,287,85,615,0.328,20,32,23,70,NA,16,76,6,NA,373,1,NA,414,NA,NA,NA,NA,NA
2021-2022,Florida St.,ACC,23,Lauryn Burrows,Jr,L,5-8,30,2,108,NA,5,2,36,0.083,15,20,35,271,17,NA,NA,1,NA,25,1,NA,382,NA,NA,NA,NA,NA
2021-2022,Georgia Tech,ACC,8,Paola Pimentel,Jr,L/DS,5-6,32,0,112,NA,1,0,7,0.143,87,16,29,347,31,NA,NA,NA,NA,17,NA,NA,402,NA,NA,NA,NA,NA
2021-2022,Georgia Tech,ACC,17,Julia Bergmann,Jr,OH,6-5,32,32,112,NA,497,181,1114,0.284,19,36,63,292,25,22,45,7,NA,577.5,1,NA,476,NA,NA,NA,NA,NA
2021-2022,Georgia Tech,ACC,20,Nicole Drewnick,Jr,S,6-1,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,Georgia Tech,ACC,23,Erin Moss,Jr,MB,6-2,29,24,96,NA,174,45,339,0.381,3,NA,NA,30,NA,11,51,9,NA,210.5,1,NA,NA,NA,NA,NA,NA,NA
2021-2022,Louisville,ACC,3,Nena Mbonu,Jr,OH,6-0,17,5,31,NA,44,16,115,0.243,NA,NA,2,10,NA,2,7,5,NA,49.5,NA,NA,5,NA,NA,NA,NA,NA
2021-2022,Louisville,ACC,4,Alexa Hendricks,Jr,L/DS,5-7,31,1,106,NA,2,0,3,0.667,33,NA,NA,123,15,NA,NA,NA,NA,2,2,NA,57,NA,NA,NA,NA,NA
2021-2022,Louisville,ACC,15,Aiko Jones,Jr,OPP,6-2,33,33,113,NA,245,95,604,0.248,10,39,46,105,NA,14,113,9,NA,354.5,1,NA,440,NA,NA,NA,NA,NA
2021-2022,Louisville,ACC,20,Rachael DeMarcus,Jr,S,5-7,11,0,15,NA,0,0,2,0,16,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
2021-2022,Louisville,ACC,25,Amaya Tillman,Jr,MB,6-3,32,32,110,NA,213,51,440,0.368,NA,NA,NA,16,NA,27,122,10,NA,301,1,NA,NA,NA,NA,NA,NA,NA
2021-2022,Miami (FL),ACC,1,Savannah Vach,Jr,S,5-11,30,30,104,NA,46,9,126,0.294,1142,29,7,272,1,1,50,3,NA,101,19,1,426,NA,NA,NA,NA,NA
2021-2022,Miami (FL),ACC,5,Kennedy Prince,Jr,OH,6-0,8,8,23,NA,44,10,93,0.366,NA,NA,NA,7,NA,1,24,2,NA,57,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,Miami (FL),ACC,14,Angela Grieve,Jr,OH,6-0,30,25,105,NA,396,151,1110,0.221,5,24,43,90,9,3,44,5,NA,445,NA,NA,390,NA,NA,NA,NA,NA
2021-2022,Miami (FL),ACC,17,Janice Leao,Jr,MB,6-3,30,30,107,NA,259,68,579,0.33,2,9,33,53,NA,18,128,6,NA,350,1,NA,321,NA,NA,NA,NA,NA
2021-2022,NC State,ACC,4,Hannah Reid,Jr,S,5-9,23,0,56,NA,0,0,0,NA,4,5,13,10,NA,NA,NA,NA,NA,5,NA,NA,172,NA,NA,NA,NA,NA
2021-2022,NC State,ACC,5,Kristen McDaniel,Jr,S,5-9,26,26,91,NA,24,13,75,0.147,811,22,20,246,NA,3,22,4,NA,60,11,NA,353,NA,NA,NA,NA,NA
2021-2022,NC State,ACC,6,Hannah Wander,Jr,DS,5-5,27,5,78,NA,0,0,2,0,25,4,14,127,18,NA,NA,NA,NA,4,NA,NA,109,NA,NA,NA,NA,NA
2021-2022,NC State,ACC,12,Taylor Rowland,Jr,OH,6-3,25,24,89,NA,279,118,830,0.194,14,12,36,216,20,7,24,2,NA,310,NA,NA,323,NA,NA,NA,NA,NA
2021-2022,North Carolina,ACC,6,Niki Khoshatefeh,Jr,MB,6-2,9,3,18,NA,11,5,37,0.162,NA,3,2,6,NA,NA,4,NA,NA,16,NA,NA,39,NA,NA,NA,NA,NA
2021-2022,North Carolina,ACC,8,Skyy Howard,Jr,MB,6-3,21,10,60,NA,72,27,168,0.268,1,NA,NA,17,NA,6,42,7,NA,99,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,North Carolina,ACC,13,Carly Peck,Jr,OH,5-11,23,4,56,NA,24,19,113,0.044,1,NA,NA,21,NA,1,21,1,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,North Carolina,ACC,15,Ryan Shannon,Jr,L/DS,5-6,26,2,75,NA,1,0,2,0.5,11,14,33,101,8,NA,NA,NA,NA,15,NA,NA,229,NA,NA,NA,NA,NA
