Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2024-2025,Princeton,Ivy League,6,Ashley Duckworth,Fr,MB,6-1,1,0,2,NA,3,0,5,0.6,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Las Vegas, NV",Bishop Gorman,NA
2024-2025,Princeton,Ivy League,10,Jackie Onyechi,Fr,MB,5-10,22,20,72,NA,118,29,220,0.405,6,NA,NA,11,NA,15,64,8,NA,165,2,NA,NA,3,NA,"Richmond, TX",Foster,NA
2024-2025,Princeton,Ivy League,17,Nicki Gaito,Fr,DS,5-6,11,7,34,NA,0,0,3,0,6,1,9,54,5,NA,NA,NA,NA,1,NA,NA,NA,62,NA,"San Francisco, CA",San Francisco University,NA
2024-2025,Yale,Ivy League,10,Cam Bolane,Fr,MB,6-2,9,0,12,NA,1,4,13,-0.231,NA,NA,NA,1,NA,1,1,NA,NA,2.5,NA,NA,NA,1,NA,"Encinitas, CA",Pacific Ridge,NA
2024-2025,Yale,Ivy League,16,Mila Miljailovic,Fr,OH,5-10,10,0,26,NA,0,0,0,NA,1,6,3,7,2,NA,NA,NA,NA,6,NA,NA,NA,2,NA,"Los Angeles, CA",Campbell Hall,NA
2024-2025,Canisius,MAAC,1,Olivia Van Kooten,Fr,L/DS,5-7,25,10,87,NA,0,0,6,0,6,1,2,96,14,NA,NA,NA,NA,1,NA,NA,NA,253,NA,"Glenview, IL",Glenbrook South,NA
2024-2025,Canisius,MAAC,2,Perry Stevenson,Fr,OH,6-1,6,0,8,NA,3,5,16,-0.125,NA,1,NA,1,1,NA,NA,NA,NA,4,NA,NA,NA,5,NA,"Millersville, MD",Severna Park,NA
2024-2025,Fairfield,MAAC,5,Delaney Moon,Fr,L/DS,5-3,6,0,18,NA,1,0,2,0.5,4,1,2,10,3,NA,NA,NA,NA,2,NA,NA,NA,20,NA,"Plano, TX",Bishop Lynch,NA
2024-2025,Fairfield,MAAC,8,Katelyn Cook,Fr,OH,5-10,10,1,18,NA,12,4,39,0.205,NA,4,2,27,5,NA,2,NA,NA,17,NA,NA,NA,43,NA,"San Jose, CA",Archbishop Mitty,NA
2024-2025,Fairfield,MAAC,16,Caroline Collins,Fr,RS,5-10,4,0,6,NA,7,1,15,0.4,1,NA,NA,3,NA,NA,1,NA,NA,7.5,NA,NA,NA,NA,NA,"Lakeville, MN",Lakeville North,NA
2024-2025,Fairfield,MAAC,18,Natalie Carlin,Fr,L/DS,5-5,25,1,69,NA,1,0,1,1,14,16,11,36,NA,NA,NA,NA,NA,17,NA,NA,NA,14,NA,"Ashburn, VA",Riverside,NA
2024-2025,Fairfield,MAAC,22,Harlan Wyche,Fr,MB,5-11,18,9,46,NA,53,17,108,0.333,4,1,5,5,NA,3,40,2,NA,77,NA,NA,NA,3,NA,"Reston, VA",South Lakes,NA
2024-2025,Iona,MAAC,7,Avery Gaume,Fr,L/DS,5-4,27,1,82,NA,1,0,6,0.167,22,8,11,129,13,NA,NA,NA,NA,9,NA,NA,NA,240,NA,"Buffalo, NY",Sweet Home,NA
2024-2025,Iona,MAAC,14,Katherine Ferng,Fr,RS,5-11,19,2,51,NA,29,30,121,-0.008,3,NA,NA,18,NA,2,16,3,NA,39,NA,NA,NA,2,NA,"Lynbrook, NY",Lynbrook,NA
2024-2025,Iona,MAAC,15,Jaylyn Simon,Fr,S,5-9,26,10,70,NA,16,10,83,0.072,318,15,18,125,NA,NA,6,5,NA,34,1,NA,NA,2,NA,"Frederick, MD",Academy of the Holy Cross,NA
2024-2025,Iona,MAAC,17,Kari Smith,Fr,OH,5-11,31,9,96,NA,73,59,316,0.044,9,22,27,136,22,3,4,NA,NA,100,1,NA,NA,379,NA,"Peachtree City, GA",Star's Mill,NA
2024-2025,Iona,MAAC,19,Taylor Timko,Fr,OH,5-10,29,17,93,NA,123,82,357,0.115,4,7,11,52,6,4,37,3,NA,152.5,NA,NA,NA,74,NA,"Ormond Beach, FL",Father Lopez Catholic,NA
2024-2025,Iona,MAAC,21,Mija Jegers,Fr,OH,5-10,32,23,102,NA,245,145,756,0.132,11,24,42,228,23,3,31,11,NA,287.5,NA,NA,NA,490,NA,"Lincolnshire, IL",Stevenson,NA
2024-2025,Manhattan,MAAC,7,Hunter Kwan,Fr,S,-,11,1,19,NA,6,2,13,0.308,79,NA,NA,19,1,NA,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA
2024-2025,Manhattan,MAAC,10,Fiona VanDyke,Fr,OH,-,20,10,54,NA,140,84,467,0.12,9,11,19,113,44,1,13,NA,NA,158.5,NA,NA,NA,328,NA,NA,NA,NA
2024-2025,Manhattan,MAAC,22,Brooke Johnson,Fr,OH,-,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-2025,Manhattan,MAAC,23,Lizzy Kovach,Fr,L,-,26,0,89,NA,1,2,9,-0.111,36,9,18,203,45,NA,NA,NA,NA,10,NA,NA,NA,392,NA,NA,NA,NA
2024-2025,Marist,MAAC,5,Nikki Patton,Fr,OH,6-0,11,4,27,NA,11,12,50,-0.02,NA,5,6,34,9,NA,NA,1,NA,16,NA,NA,NA,82,NA,"Carlsbad, CA",Pacific Ridge,NA
2024-2025,Marist,MAAC,8,Eden Bristow,Fr,OH,5-9,15,5,31,NA,26,27,111,-0.009,3,5,10,19,5,1,2,1,NA,33,NA,NA,NA,65,NA,"Ottawa, Canada",St. Peter Catholic,NA
2024-2025,Marist,MAAC,10,Sarah Bumstead,Fr,RS,6-3,28,26,100,NA,125,60,340,0.191,5,5,5,26,1,5,39,4,NA,154.5,NA,NA,NA,10,NA,"Waterloo, Canada",Laurel Heights Secondary,NA
2024-2025,Marist,MAAC,18,Savannah Smith,Fr,MB,6-0,4,1,7,NA,2,2,9,0,NA,NA,NA,1,NA,1,3,NA,NA,4.5,NA,NA,NA,NA,NA,"San Antonio, TX",Cornerstone Christian,NA
2024-2025,Marist,MAAC,22,Taylor Miller,Fr,OH,6-1,28,19,100,NA,314,215,933,0.106,5,4,18,47,9,8,23,1,NA,337.5,NA,NA,NA,88,NA,"Haworth, NJ",Northern Valley Demarest,NA
2024-2025,Merrimack,MAAC,1,Aubrey Baker,Fr,OH,5-10,28,16,86,NA,90,68,344,0.064,5,1,2,39,10,1,28,3,NA,106,1,NA,NA,51,NA,"Vestal, NY",Vestal Senior,NA
2024-2025,Merrimack,MAAC,9,Avry Bryant,Fr,OPP,6-3,13,3,26,NA,18,16,72,0.028,3,NA,NA,6,NA,NA,4,1,NA,20,NA,NA,NA,NA,NA,"Denver, CO",Denver South,NA
2024-2025,Merrimack,MAAC,10,Mckenna Shotwell,Fr,OH,5-11,31,30,112,NA,275,141,867,0.155,20,29,34,247,30,3,19,4,NA,316.5,1,NA,NA,522,NA,"Murfreesboro, TN",Providence Christian Academy,NA
2024-2025,Niagara,MAAC,6,Mia Schaefer,Fr,L/DS,5-9,27,0,85,NA,7,4,46,0.065,7,12,6,124,15,NA,NA,NA,NA,19,NA,NA,NA,248,NA,"Willoughby, OH",NA,NA
2024-2025,Niagara,MAAC,8,Lizzie Kraft,Fr,DS,5-4,2,0,2,NA,0,0,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Kapolei, HI",NA,NA
2024-2025,Niagara,MAAC,14,Noel Perkins,Fr,OH,5-11,19,0,58,NA,0,2,16,-0.125,246,9,10,82,NA,NA,1,NA,NA,9.5,NA,NA,NA,1,NA,"Gahanna, OH",NA,NA
2024-2025,Quinnipiac,MAAC,4,Yasmina Baum,Fr,L,5-5,2,0,3,NA,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"Ferney-Voltaire, France",College et ecole de commerce d'Andree-Chavanne,NA
2024-2025,Quinnipiac,MAAC,9,Carola Negron Diaz,Fr,L/DS,5-4,15,0,55,NA,4,1,11,0.273,48,15,12,160,4,NA,NA,NA,NA,19,NA,NA,NA,197,NA,"Longwood, FL",Winter Springs High School,NA
2024-2025,Rider,MAAC,3,Brooke Sciullo,Fr,OPP,5-10,2,0,3,NA,1,4,6,-0.5,NA,NA,NA,2,NA,NA,1,NA,NA,1.5,NA,NA,NA,NA,NA,"Grove City, PA",North Catholic,NA
2024-2025,Rider,MAAC,10,Violet Ough,Fr,L/DS,5-6,5,0,6,NA,0,0,0,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"West Winfield, NY",Mount Markham,NA
2024-2025,Rider,MAAC,15,Delaney Hughes,Fr,S,5-8,13,0,22,NA,2,0,13,0.154,104,5,8,38,NA,1,NA,NA,NA,8,NA,NA,NA,NA,NA,"San Clemente, CA",Jserra Catholic,NA
2024-2025,Rider,MAAC,21,Abbey Sullivan,Fr,MH,6-0,7,1,11,NA,14,3,34,0.324,NA,NA,NA,3,NA,1,5,NA,NA,17.5,NA,NA,NA,2,NA,"Antioch, IL",Carmel Catholic,NA
2024-2025,Sacred Heart,MAAC,5,Miliani Villarreal,Fr,L,5-9,31,0,116,NA,7,4,46,0.065,203,35,40,549,27,NA,NA,NA,NA,42,NA,NA,NA,561,NA,"Murrieta, CA",Vista Murrieta,NA
2024-2025,Sacred Heart,MAAC,6,Sabrina Jones,Fr,MB,6-3,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carson City, NV",Bishop Manogue Catholic,NA
2024-2025,Sacred Heart,MAAC,16,Molly Newton,Fr,MB,6-4,13,8,38,NA,31,17,86,0.163,NA,NA,NA,6,NA,2,28,1,NA,47,NA,NA,NA,3,NA,"Denville, NJ",Morris County School of Technology,NA
2024-2025,Sacred Heart,MAAC,17,Addison Murphy,Fr,L/DS,5-3,2,0,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hudson, MA",Hudson,NA
2024-2025,Sacred Heart,MAAC,20,Sydney Stanfield,Fr,OH,6-0,15,4,35,NA,25,26,78,-0.013,5,5,10,24,2,NA,5,NA,NA,32.5,NA,NA,NA,59,NA,"Rockford, IL",Rockford Christian Schools,NA
2024-2025,Saint Peter's,MAAC,2,Valeria K. Pagan Munoz,Fr,OH,5-11,25,25,91,NA,157,116,546,0.075,16,18,27,179,45,3,24,3,NA,190,NA,NA,NA,626,NA,"Isabela, Puerto Rico",Friedrich Froebel Bilingual,NA
2024-2025,Saint Peter's,MAAC,13,Lagean Colon,Fr,L/DS,5-4,25,0,88,NA,1,2,13,-0.077,40,8,10,229,32,NA,NA,NA,NA,9,NA,NA,NA,421,NA,"Ponce, Puerto Rico",Colegio Sagrado Corazon de Jesus,NA
2024-2025,Saint Peter's,MAAC,17,Danielle Caligiuri,Fr,S,5-8,25,13,85,NA,11,13,53,-0.038,372,26,32,93,1,NA,5,1,NA,39.5,4,NA,NA,3,NA,"Pittsburgh, PA",Montour,NA
2024-2025,Saint Peter's,MAAC,19,Skye Graham,Fr,OH,5-8,22,2,56,NA,69,47,219,0.1,2,1,1,30,4,1,20,3,NA,81,NA,NA,NA,34,NA,"Tyrone, GA",Sandy Creek,NA
2024-2025,Saint Peter's,MAAC,28,Jessa Zulueta,Fr,L/DS,5-5,12,1,29,NA,0,0,3,0,5,3,5,39,9,NA,NA,NA,NA,3,1,NA,NA,94,NA,"Sicklerville, NJ",Paul VI,NA
2024-2025,Siena,MAAC,3,Ma'ila Stephens,Fr,L/DS,5-4,22,0,56,NA,0,0,7,0,17,4,11,65,18,NA,NA,NA,NA,4,NA,NA,NA,175,NA,"Mililani, HI",Mililani,NA
2024-2025,Siena,MAAC,11,Salme Adeele Hollas,Fr,MB,6-0,23,21,81,NA,208,58,597,0.251,17,16,15,191,30,7,33,2,NA,247.5,NA,NA,NA,458,NA,"Tartu, Estonia",Hugo Treffneri Gymnasium,NA
2024-2025,Akron,MAC,7,Reilly Chausse,Fr,L,5-4,23,7,74,NA,0,2,3,-0.667,23,19,4,160,15,NA,NA,NA,NA,19,NA,NA,NA,170,NA,"Orland Park, IL",Carl Sandburg,NA
2024-2025,Akron,MAC,13,Delaney Gash,Fr,OH,5-11,19,8,54,NA,148,78,446,0.157,6,2,10,90,13,2,17,NA,NA,160.5,NA,NA,NA,146,NA,"Lexington, KY",Paul Laurence Dunbar,NA
2024-2025,Akron,MAC,21,Evridiki Eleftheriadou,Fr,OH,6-1,8,1,18,NA,26,17,75,0.12,4,NA,1,5,NA,NA,5,NA,NA,28.5,NA,NA,NA,2,NA,"Mytilene, Greece",NA,NA
2024-2025,Ball St.,MAC,3,Elizabeth Tabeling,Fr,DS,5-6,16,1,36,NA,1,0,2,0.5,7,5,8,54,8,NA,NA,NA,NA,6,NA,NA,NA,84,NA,"Edgewood, KY",St. Henry,NA
2024-2025,Ball St.,MAC,12,Sophie Ledbetter,Fr,DS,5-8,32,0,114,NA,1,2,8,-0.125,110,5,23,419,31,NA,NA,NA,NA,6,2,NA,NA,525,NA,"Fishers, IN",Hamilton Southeastern,NA
2024-2025,Ball St.,MAC,18,Riley Whitlock,Fr,OH,6-0,1,0,1,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Lafayette, IN",William Henry Harrison,NA
2024-2025,Ball St.,MAC,20,Carson Tyler,Fr,OH,5-10,32,32,112,NA,374,138,932,0.253,22,24,45,220,25,7,36,8,NA,423,NA,NA,NA,675,NA,"Pavilion, NY",St. Mary's,NA
2024-2025,Bowling Green,MAC,1,Sydnie Hernandez,Fr,DS,5-7,35,27,131,NA,2,0,13,0.154,55,40,50,245,47,NA,NA,NA,NA,42,NA,NA,NA,664,NA,"Bloomington, IL",Normal Community West,NA
2024-2025,Bowling Green,MAC,3,Avery Anders,Fr,DS,5-6,32,0,107,NA,1,0,3,0.333,28,19,43,148,40,NA,NA,NA,NA,20,NA,NA,NA,504,NA,"North Olmsted, OH",Saint Joseph Academy,NA
2024-2025,Bowling Green,MAC,5,Anna Sitek,Fr,S,5-9,11,3,24,NA,5,2,16,0.188,110,5,10,28,NA,1,2,1,NA,12,NA,NA,NA,NA,NA,"Katowice, Poland",LXII LO Misrzostwa Sportowego,NA
2024-2025,Bowling Green,MAC,20,Edyta Waclawczyk,Fr,OH,6-0,19,0,46,NA,74,50,257,0.093,4,1,2,15,8,3,13,NA,NA,84.5,1,NA,NA,93,NA,"Katowice, Poland",Zespol Szkol Sportowych,NA
2024-2025,Buffalo,MAC,4,Luli Arcucci,Fr,MB,6-3,29,23,94,NA,169,82,454,0.192,5,NA,2,45,NA,2,33,NA,NA,187.5,NA,NA,NA,3,NA,"Lujan de Cuyo, Argentina",Istituto San Pablo-Monsenor Federico Rasore,NA
2024-2025,Buffalo,MAC,6,Ava Roodbol,Fr,S,5-11,5,1,8,NA,3,1,6,0.333,51,2,3,11,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA,"Toronto, Canada",Bayview Glen Independent,NA
2024-2025,Buffalo,MAC,9,Ava Kanj,Fr,MB,6-3,19,15,57,NA,23,14,99,0.091,7,NA,NA,6,NA,5,25,1,NA,40.5,NA,NA,NA,2,NA,"Solon, OH",Solon,NA
2024-2025,Buffalo,MAC,10,Keira  Kleidon,Fr,DS,5-8,30,10,107,NA,1,0,6,0.167,27,18,27,214,33,NA,NA,NA,NA,19,NA,NA,NA,302,NA,"Oak Park, IL",Oak Park and River Forest,NA
2024-2025,Buffalo,MAC,12,Emma Converse,Fr,OH,6-1,25,4,54,NA,77,46,267,0.116,3,7,7,52,12,NA,4,1,NA,86,NA,NA,NA,136,NA,"Edmond, OK",Deer Creek,NA
2024-2025,Buffalo,MAC,15,Eve Adams,Fr,OH,5-10,15,0,29,NA,7,3,25,0.16,NA,2,5,9,1,NA,NA,NA,NA,9,NA,NA,NA,16,NA,"Cattaraugus, NY",Randolph,NA
2024-2025,Buffalo,MAC,20,Kate Trzcinski,Fr,DS,5-9,11,0,18,NA,0,0,1,0,3,5,3,10,3,NA,NA,NA,NA,5,NA,NA,NA,15,NA,"North Royalton, OH",Walsh Jesuit,NA
2024-2025,Buffalo,MAC,24,Reese Collins,Fr,MB,6-3,5,1,11,NA,6,2,20,0.2,NA,NA,1,4,NA,1,NA,1,NA,7,NA,NA,NA,NA,NA,"Lexington, KY",Sayre School,NA
2024-2025,Central Mich.,MAC,1,Izzy Swiercz,Fr,OH,6-0,11,0,26,NA,48,25,159,0.145,3,4,3,13,4,NA,4,NA,NA,54,NA,NA,NA,69,NA,"Hudsonville, MI",Hudsonville,NA
2024-2025,Central Mich.,MAC,8,Maggie Uhwat,Fr,OH,6-0,2,0,2,NA,6,5,13,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,8,NA,"Spring Grove, IL",Richmond Burton Community,NA
2024-2025,Central Mich.,MAC,16,Grace Thomas,Fr,MB,6-1,30,30,119,NA,239,56,555,0.33,8,11,22,45,1,16,85,2,NA,308.5,2,NA,NA,25,NA,"Dublin, OH",Dublin Coffman,NA
2024-2025,Central Mich.,MAC,20,Hannah Langton,Fr,L/DS,5-9,31,0,126,NA,5,1,20,0.2,118,32,63,522,20,NA,NA,NA,NA,37,NA,NA,NA,423,NA,"Kingston, IL",Genona-Kingston,NA
2024-2025,Eastern Mich.,MAC,1,Hatteras Welker,Fr,MB,6-2,28,27,106,NA,142,61,378,0.214,9,19,26,51,NA,14,121,10,NA,235.5,NA,NA,NA,15,NA,"Sunbury, OH",Big Walnut,NA
2024-2025,Eastern Mich.,MAC,2,Anna Guard,Fr,MB,5-11,29,14,78,NA,137,97,474,0.084,11,13,15,95,34,2,30,6,NA,167,NA,NA,NA,390,NA,"Burlington, KY",St. Henry District,NA
2024-2025,Eastern Mich.,MAC,9,Wrigley Takats,Fr,MB,6-2,4,2,7,NA,1,0,5,0.2,1,NA,1,2,NA,1,3,NA,NA,3.5,NA,NA,NA,NA,NA,"Perrysburg, OH",Perrysburg,NA
2024-2025,Eastern Mich.,MAC,11,Taylor Smith,Fr,S,6-1,21,9,69,NA,11,2,31,0.29,289,10,12,114,NA,NA,2,1,NA,22,NA,NA,NA,NA,NA,"Pewamo, MI",Pewamo-Westphalia,NA
2024-2025,Eastern Mich.,MAC,12,Bella Demers,Fr,DS,5-4,6,0,22,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maumee, OH",Maumee,NA
2024-2025,Eastern Mich.,MAC,17,Taeley Mahler,Fr,OH,6-1,20,6,60,NA,92,43,260,0.188,2,NA,NA,29,NA,NA,34,2,NA,109,NA,NA,NA,3,NA,"Fort Wayne, IN",Homestead,NA
2024-2025,Kent St.,MAC,2,Avrey Rigney,Fr,OH,6-2,17,3,29,NA,32,25,116,0.06,3,NA,NA,13,2,1,1,1,NA,33.5,NA,NA,NA,23,NA,"Richmond, KY",Madison Central,NA
2024-2025,Kent St.,MAC,3,Kaelynn Burge,Fr,S,5-8,6,1,15,NA,0,1,6,-0.167,33,NA,7,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frederick, MD",Urbana,NA
2024-2025,Kent St.,MAC,4,Hailey Brenner,Fr,DS,5-8,26,14,81,NA,15,12,94,0.032,17,16,13,109,33,NA,NA,NA,NA,31,NA,NA,NA,368,NA,"Miami, FL",Gulliver Prep,NA
2024-2025,Kent St.,MAC,5,Lesley Furuta,Fr,L/DS,5-6,24,0,65,NA,1,1,10,0,34,4,4,120,36,NA,NA,NA,NA,5,NA,NA,NA,362,NA,"Columbus, OH",Bishop Watterson,NA
2024-2025,Kent St.,MAC,8,Nadia Miller,Fr,MB,6-0,21,14,54,NA,75,33,184,0.228,7,10,20,32,NA,3,46,3,NA,111,NA,NA,NA,9,NA,"Bowling Green, OH",Eastwood,NA
2024-2025,Miami (OH),MAC,6,Micah Wall,Fr,L,5-6,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morrow, OH",Little Miami High School,NA
2024-2025,Miami (OH),MAC,8,Sophie Crawford,Fr,S,6-2,14,6,30,NA,4,7,44,-0.068,212,8,9,64,NA,NA,19,NA,NA,21.5,NA,NA,NA,2,NA,"Kalamazoo, MI",Gull Lake High School,NA
2024-2025,Miami (OH),MAC,15,Lydia Michelin,Fr,MH,6-1,20,19,72,NA,95,38,219,0.26,1,2,3,13,NA,10,45,4,NA,129.5,2,NA,NA,6,NA,"Milford, MI",Milford High School,NA
2024-2025,Miami (OH),MAC,21,Ana Vetter,Fr,OPP,5-11,29,28,105,NA,210,99,645,0.172,10,32,16,117,2,3,49,4,NA,269.5,NA,NA,NA,20,NA,"Kenilworth, IL",New Trier High School,NA
2024-2025,NIU,MAC,2,Ella Strausberger,Fr,S,5-10,28,10,100,NA,18,9,82,0.11,603,23,37,157,NA,NA,6,NA,NA,44,7,NA,NA,1,NA,"Plainfield, IL",Plainfield North,NA
2024-2025,NIU,MAC,3,Ava  Grevengoed,Fr,OH,5-11,28,28,103,NA,305,153,1045,0.145,9,35,24,301,48,5,11,NA,NA,350.5,1,NA,NA,953,NA,"Shorewood, IL",Joliet West,NA
2024-2025,NIU,MAC,6,Emma McCartney,Fr,OH,5-11,23,10,82,NA,34,27,101,0.069,9,15,36,172,24,NA,3,2,NA,50.5,NA,NA,NA,435,NA,"Chardon, OH",Chardon,NA
2024-2025,NIU,MAC,8,Rylea Alvin,Fr,MB,6-2,27,24,93,NA,105,37,280,0.243,6,NA,NA,16,1,10,58,1,NA,144,NA,NA,NA,9,NA,"Randolph, WI",Randolph,NA
2024-2025,Ohio,MAC,9,Lexi Grissett,Fr,OH,5-10,17,0,32,NA,0,2,4,-0.5,72,3,6,39,1,NA,NA,NA,NA,3,2,NA,NA,1,NA,"Albany, OH",Alexander,NA
2024-2025,Ohio,MAC,13,Bryn Janke,Fr,S,5-11,25,24,100,NA,23,4,69,0.275,633,13,34,158,NA,NA,6,NA,NA,39,6,NA,NA,1,NA,"Westfield, WI",Wisconsin Dells,NA
2024-2025,Ohio,MAC,15,Sierra Evans,Fr,OH,6-1,20,11,51,NA,37,18,102,0.186,NA,NA,3,8,NA,3,22,3,NA,51,NA,NA,NA,1,NA,"Silver Spring, MD",John F. Kennedy,NA
2024-2025,Ohio,MAC,16,Darbi Ricketts,Fr,OH,5-7,29,28,117,NA,109,75,360,0.094,23,32,68,272,39,2,8,3,NA,147,1,NA,NA,609,NA,"Cincinnati, OH",Little Miami,NA
2024-2025,Toledo,MAC,1,Grace Freiberger,Fr,L/DS,5-7,31,0,106,NA,2,0,4,0.5,94,20,31,526,40,NA,NA,NA,NA,22,NA,NA,NA,657,NA,"Lima, OH",Shawnee,NA
2024-2025,Toledo,MAC,5,Olivia Heitkamp,Fr,OH,6-1,31,12,98,NA,162,78,469,0.179,2,NA,NA,43,NA,8,51,2,NA,195.5,3,NA,NA,9,NA,"New Bremen, OH",New Bremen,NA
2024-2025,Toledo,MAC,6,Maija Eglitis,Fr,S,5-10,8,0,12,NA,0,0,0,NA,2,1,NA,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Columbus, OH",Bishop Watterson,NA
2024-2025,Toledo,MAC,10,Kayla Ozanich,Fr,MB,6-3,18,12,56,NA,84,35,254,0.193,2,9,16,18,NA,9,31,NA,NA,117.5,1,NA,NA,1,NA,"Okemos, MI",Okemos,NA
2024-2025,Toledo,MAC,22,Sierra Pertzborn,Fr,MB,6-3,32,32,112,NA,214,76,518,0.266,6,4,15,24,NA,19,100,9,NA,287,1,NA,NA,5,NA,"Middleton, WI",Middleton,NA
2024-2025,Western Mich.,MAC,2,Elana Erickson,Fr,OH,5-10,33,8,116,NA,1,2,4,-0.25,16,34,38,213,25,NA,NA,NA,NA,35,NA,NA,NA,530,NA,"Grand Rapids, MI",Forest Hills Northern,NA
2024-2025,Western Mich.,MAC,6,Annalise Patchett,Fr,OH,5-11,22,5,58,NA,107,75,340,0.094,1,NA,NA,18,1,1,10,3,NA,113,NA,NA,NA,34,NA,"Appleton, WI",Fox Valley Lutheran,NA
2024-2025,Western Mich.,MAC,19,Carley Piercefield,Fr,L/DS,5-4,33,23,117,NA,0,1,2,-0.5,31,22,14,262,30,NA,NA,NA,NA,22,NA,NA,NA,517,NA,"Ionia, MI",Lakewood,NA
2024-2025,Coppin St.,MEAC,5,Deviana Walker,Fr,OH,5-11,30,9,75,NA,110,60,329,0.152,NA,1,NA,21,NA,1,24,5,NA,124,1,NA,NA,3,NA,"Odenton, MD",Arundel HS,NA
2024-2025,Coppin St.,MEAC,7,Aya Rawlins,Fr,L/DS,5-8,28,1,78,NA,0,0,1,0,6,18,26,17,NA,NA,NA,NA,NA,18,NA,NA,NA,16,NA,"Silver Spring, MD",Paint Branch HS,NA
2024-2025,Coppin St.,MEAC,9,Ivanna Luna,Fr,OPP,6-1,11,0,11,NA,2,3,6,-0.167,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Comerio, Puerto Rico",Bayamon Military Academy,NA
2024-2025,Coppin St.,MEAC,15,McKenzie Parks,Fr,MH,6-0,29,26,96,NA,88,43,232,0.194,1,NA,NA,12,1,6,51,11,NA,119.5,NA,NA,NA,5,NA,"Atlanta, GA",Strong Rock Christian School,NA
2024-2025,Coppin St.,MEAC,22,Payton Swinton,Fr,OPP,5-10,27,5,59,NA,86,56,244,0.123,1,NA,NA,22,1,1,9,4,NA,91.5,1,NA,NA,2,NA,"Odenton, MD",Arundel HS,NA
2024-2025,Delaware St.,MEAC,9,Paige Ahakuelo,Fr,S,5-8,29,11,109,NA,8,8,101,0,555,37,33,209,1,1,NA,NA,NA,46,1,NA,NA,8,NA,"Winchester, VA",NA,NA
2024-2025,Delaware St.,MEAC,13,Myracle Davis,Fr,MB,5-10,14,7,30,NA,25,9,67,0.239,5,NA,1,9,NA,2,9,4,NA,31.5,4,NA,NA,5,NA,"Kings Mountain, NC",NA,NA
2024-2025,Delaware St.,MEAC,18,Autumn Richardson,Fr,L/DS,5-3,1,0,4,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Historic New Castle, DE",NA,NA
2024-2025,Delaware St.,MEAC,24,Landyn Langham,Fr,DS,5-4,12,0,17,NA,0,0,1,0,15,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Knoxville, TN",NA,NA
2024-2025,Howard,MEAC,1,Halie McGinest,Fr,DS,5-10,21,0,58,NA,13,16,69,-0.043,2,11,14,35,NA,1,3,NA,NA,26.5,NA,NA,NA,3,NA,"Calabasas, CA",Sierra Canyon HS,NA
2024-2025,Morgan St.,MEAC,11,Aubrey Wilson,Fr,MB,6-2,28,27,106,NA,109,65,295,0.149,9,10,22,36,2,17,79,14,NA,175.5,NA,NA,NA,14,NA,"Fayetteville, GA",Sandy Creek,NA
2024-2025,Morgan St.,MEAC,13,Selah BRASHEAR,Fr,NA,-,21,7,61,NA,24,23,79,0.013,2,16,14,66,32,NA,2,NA,NA,41,NA,NA,NA,169,NA,NA,NA,NA
2024-2025,Morgan St.,MEAC,15,Paula SIGURANI,Fr,NA,-,19,0,46,NA,0,1,3,-0.333,15,2,2,54,27,NA,NA,NA,NA,2,NA,NA,NA,143,NA,NA,NA,NA
