Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School
2021-2022,Eastern Ky.,ASUN,11,Molly Michalak,So,OH,5-11,31,30,119,NA,358,182,1136,0.155,9,7,7,167,39,10,30,4,NA,390,2,NA,152,NA,NA,NA,NA
2021-2022,Eastern Ky.,ASUN,13,Sarah Mitchell,So,OH,6-0,31,30,119,NA,354,174,1020,0.176,26,23,23,289,36,6,39,12,NA,402.5,1,NA,354,NA,NA,NA,NA
2021-2022,Eastern Ky.,ASUN,14,Audrey Eurton,So,S,5-11,17,9,54,NA,55,21,147,0.231,405,11,11,82,NA,1,16,4,NA,75,17,NA,136,NA,NA,NA,NA
2021-2022,Eastern Ky.,ASUN,21,Josie Schmitendorf,So,L,5-6,31,1,115,NA,0,1,4,-0.25,26,13,9,176,29,NA,NA,NA,NA,13,1,NA,356,NA,NA,NA,NA
2021-2022,FGCU,ASUN,5,Kortney Reynolds,So,MB,6-3,4,0,4,NA,3,0,11,0.273,NA,NA,NA,NA,NA,NA,1,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA
2021-2022,FGCU,ASUN,9,Emma Szypszak,So,OH,6-1,19,9,40,NA,46,18,112,0.25,NA,NA,NA,2,NA,4,41,3,NA,70.5,1,NA,NA,NA,NA,NA,NA
2021-2022,FGCU,ASUN,11,Hannah Rae Kivett,So,S,6-1,3,0,3,NA,0,0,0,NA,8,NA,1,2,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
2021-2022,FGCU,ASUN,13,Juliana Lentz,So,MB,6-2,24,24,75,NA,175,37,351,0.393,NA,11,24,26,NA,12,82,3,NA,239,NA,NA,146,NA,NA,NA,NA
2021-2022,Jacksonville,ASUN,1,Niccola Bozzini,So,S,5-9,21,3,58,NA,1,1,5,0,45,20,39,79,NA,NA,NA,NA,NA,21,1,NA,165,NA,NA,NA,NA
2021-2022,Jacksonville,ASUN,3,Zoe LaBreche,So,OH,5-10,12,8,34,NA,75,42,219,0.151,4,3,9,31,NA,NA,10,2,NA,83,1,NA,43,NA,NA,NA,NA
2021-2022,Jacksonville,ASUN,7,Jenna McNamara,So,OH,5-10,28,19,103,NA,126,84,511,0.082,19,7,16,198,38,1,21,1,NA,144.5,NA,NA,90,NA,NA,NA,NA
2021-2022,Jacksonville,ASUN,9,Camryn Honn,So,S,5-8,27,27,99,NA,68,11,183,0.311,698,19,39,228,NA,1,17,1,NA,96.5,3,NA,342,NA,NA,NA,NA
2021-2022,Jacksonville,ASUN,15,Gyrani Rogers,So,L/DS,5-1,28,16,103,NA,4,2,23,0.087,36,37,59,244,42,NA,NA,NA,NA,41,1,NA,380,NA,NA,NA,NA
2021-2022,Jacksonville,ASUN,16,Rebecca Rocassin,So,S,6-0,16,1,38,NA,5,2,28,0.107,127,13,40,28,NA,NA,NA,NA,NA,18,2,NA,116,NA,NA,NA,NA
2021-2022,Jacksonville St.,ASUN,2,Macie Garrison,So,S,5-10,8,0,9,NA,2,1,12,0.083,71,3,3,8,NA,NA,3,1,NA,6.5,4,NA,23,NA,NA,NA,NA
2021-2022,Jacksonville St.,ASUN,9,Courtney Glotzbach,So,OH,5-11,4,4,9,NA,22,8,51,0.275,NA,1,1,12,2,NA,3,NA,NA,24.5,NA,NA,2,NA,NA,NA,NA
2021-2022,Jacksonville St.,ASUN,11,Sadie Brown,So,MB,6-1,18,11,48,NA,58,24,139,0.245,2,2,3,10,NA,5,27,2,NA,78.5,NA,NA,10,NA,NA,NA,NA
2021-2022,Kennesaw St.,ASUN,2,Claire Parsons,So,MB,6-2,29,28,107,NA,174,74,478,0.209,4,4,23,15,2,13,105,16,NA,243.5,1,NA,105,NA,NA,NA,NA
2021-2022,Kennesaw St.,ASUN,5,McKinley Ferguson,So,S,5-9,29,28,105,NA,76,35,206,0.199,1032,27,60,204,NA,4,39,9,NA,126.5,38,NA,350,NA,NA,NA,NA
2021-2022,Kennesaw St.,ASUN,15,Addi Goede,So,DS,5-7,14,0,27,NA,1,0,1,1,NA,NA,8,5,NA,NA,NA,NA,NA,1,NA,NA,42,NA,NA,NA,NA
2021-2022,Liberty,ASUN,2,Lydia Martyn,So,MH,6-3,21,20,78,NA,156,79,370,0.208,5,1,9,26,3,15,72,9,NA,208,NA,NA,21,NA,NA,NA,NA
2021-2022,Liberty,ASUN,8,Trinity Watts,So,OH,5-10,21,19,79,NA,219,111,594,0.182,9,17,6,106,12,5,44,4,NA,263,1,NA,182,NA,NA,NA,NA
2021-2022,Lipscomb,ASUN,0,Kamryn Bacus,So,OH,6-0,24,11,87,NA,267,144,700,0.176,3,5,21,33,11,4,22,10,NA,287,NA,NA,62,NA,NA,NA,NA
2021-2022,Lipscomb,ASUN,3,Meg Mersman,So,MB,6-2,27,27,99,NA,262,97,589,0.28,2,NA,NA,21,2,20,81,18,NA,322.5,1,NA,NA,NA,NA,NA,NA
2021-2022,Lipscomb,ASUN,8,Caroline Stogner,So,OH,6-0,14,2,32,NA,56,32,170,0.141,1,NA,NA,9,4,NA,4,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
2021-2022,Lipscomb,ASUN,10,Ashleigh Albert,So,S,5-7,26,6,93,NA,1,0,4,0.25,8,26,25,75,5,NA,NA,NA,NA,27,NA,NA,296,NA,NA,NA,NA
2021-2022,Lipscomb,ASUN,13,Delaney Smith,So,L,5-8,27,0,101,NA,5,1,11,0.364,60,40,50,362,28,NA,NA,NA,NA,45,1,NA,414,NA,NA,NA,NA
2021-2022,Lipscomb,ASUN,16,Delaney Dilfer,So,S,5-9,27,27,101,NA,80,20,206,0.291,1035,39,19,176,1,4,29,9,NA,137.5,9,NA,420,NA,NA,NA,NA
2021-2022,North Ala.,ASUN,4,Katie Gerig,So,L/DS,5-6,29,2,99,NA,0,3,14,-0.214,58,22,42,269,29,NA,NA,NA,NA,22,NA,NA,295,NA,NA,NA,NA
2021-2022,North Ala.,ASUN,8,Mackenzie O'Loughlin,So,MB,6-1,1,0,1,NA,2,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
2021-2022,North Ala.,ASUN,13,Kennedey Johnson,So,S,5-10,21,1,71,NA,1,0,4,0.25,21,15,34,37,NA,NA,NA,1,NA,16,NA,NA,215,NA,NA,NA,NA
2021-2022,North Ala.,ASUN,16,Kamryn Parsonage,So,OH,6-1,29,26,101,NA,194,142,636,0.082,13,14,24,149,50,3,20,1,NA,221,NA,NA,110,NA,NA,NA,NA
2021-2022,North Ala.,ASUN,21,Freya Collier,So,RS,6-4,2,0,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,North Florida,ASUN,1,Logan O'Brien,So,L/DS,5-6,31,0,76,NA,2,2,9,0,11,3,10,74,13,NA,NA,NA,NA,5,2,NA,125,NA,NA,NA,NA
2021-2022,North Florida,ASUN,2,Kailey McKnight,So,OH,5-10,25,4,51,NA,77,36,194,0.211,4,4,5,20,6,NA,13,1,NA,87.5,NA,NA,33,NA,NA,NA,NA
2021-2022,North Florida,ASUN,16,Jessica Buis,So,OH,5-10,3,0,4,NA,2,0,3,0.667,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,NA,NA
2021-2022,North Florida,ASUN,42,Lachelle Sikes,So,MB,6-0,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,Stetson,ASUN,1,Grace Asleson,So,S,5-9,17,2,42,NA,0,0,7,0,69,4,9,39,NA,NA,NA,NA,NA,4,NA,NA,125,NA,NA,NA,NA
2021-2022,Stetson,ASUN,2,Anabelle Standish,So,OH,5-10,28,21,84,NA,188,103,609,0.14,11,6,11,144,23,10,22,4,NA,215,1,NA,204,NA,NA,NA,NA
2021-2022,Binghamton,America East,5,Jessie Bilello,So,S,6-0,1,0,1,NA,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,Binghamton,America East,6,Stephanie Gatto,So,RS,6-1,16,3,33,NA,12,10,64,0.031,8,4,7,12,4,NA,7,1,NA,19.5,NA,NA,59,NA,NA,NA,NA
2021-2022,Binghamton,America East,7,Stefana Stan,So,OH,6-1,23,23,80,NA,229,135,787,0.119,13,7,12,181,36,NA,29,3,NA,250.5,NA,NA,247,NA,NA,NA,NA
2021-2022,Hartford,America East,1,Kaleigh Fitzgerald,So,L/DS,5-9,25,4,84,NA,24,18,121,0.05,11,20,29,159,9,NA,1,NA,NA,44.5,NA,NA,278,NA,NA,NA,NA
2021-2022,Hartford,America East,2,Morgan Galligan,So,S,5-10,25,25,84,NA,40,11,147,0.197,722,8,18,143,2,8,38,2,NA,75,56,NA,225,NA,NA,NA,NA
2021-2022,Hartford,America East,7,Uzezi Ijoma,So,OH,5-10,22,9,60,NA,71,56,289,0.052,NA,NA,1,16,3,2,10,NA,NA,78,NA,NA,7,NA,NA,NA,NA
2021-2022,Hartford,America East,8,McKenna Reiswig,So,RS,6-4,21,2,42,NA,40,22,99,0.182,NA,NA,NA,5,NA,1,18,5,NA,50,NA,NA,NA,NA,NA,NA,NA
2021-2022,NJIT,America East,2,Kyla Lannert,So,S,5-10,20,9,55,NA,14,9,59,0.085,149,7,5,79,1,NA,14,NA,NA,28,7,NA,108,NA,NA,NA,NA
2021-2022,NJIT,America East,11,Elley Torres,So,OH,5-9,22,20,70,NA,145,95,504,0.099,18,17,35,149,24,1,29,3,NA,177.5,NA,NA,179,NA,NA,NA,NA
2021-2022,NJIT,America East,18,Kaitlyn Arias,So,L,5-5,23,0,63,NA,0,3,7,-0.429,32,4,4,176,29,NA,NA,NA,NA,4,1,NA,187,NA,NA,NA,NA
2021-2022,New Hampshire,America East,1,Grace Tomann,So,L/DS,5-7,22,10,60,NA,2,1,10,0.1,6,7,21,99,21,NA,NA,NA,NA,9,NA,NA,129,NA,NA,NA,NA
2021-2022,New Hampshire,America East,5,Mia Pagliarini,So,L/DS,5-5,27,0,100,NA,1,2,12,-0.083,63,28,23,443,40,NA,NA,NA,NA,29,1,NA,327,NA,NA,NA,NA
2021-2022,New Hampshire,America East,7,Jamison White,So,RS,6-0,25,11,77,NA,20,14,80,0.075,54,15,11,117,2,1,4,NA,NA,38,NA,NA,241,NA,NA,NA,NA
2021-2022,New Hampshire,America East,8,Hannah Serbousek,So,OH,6-0,17,14,59,NA,154,70,426,0.197,1,20,16,76,9,1,20,3,NA,185,NA,NA,151,NA,NA,NA,NA
2021-2022,New Hampshire,America East,9,Ali Stuessi,So,L/DS,5-7,14,1,29,NA,0,1,2,-0.5,1,1,NA,19,4,NA,NA,NA,NA,1,NA,NA,45,NA,NA,NA,NA
2021-2022,New Hampshire,America East,11,Kaleigh Whalen,So,DS,5-10,14,0,33,NA,0,0,1,0,NA,2,3,6,NA,NA,NA,NA,NA,2,NA,NA,56,NA,NA,NA,NA
2021-2022,New Hampshire,America East,12,Kelly Kaufmann,So,MB,6-2,27,27,97,NA,186,53,487,0.273,4,10,5,43,NA,10,70,4,NA,241,NA,NA,217,NA,NA,NA,NA
2021-2022,New Hampshire,America East,14,Gabby Smith,So,MB,6-1,17,2,30,NA,43,20,103,0.223,NA,4,4,8,1,2,14,1,NA,56,NA,NA,60,NA,NA,NA,NA
2021-2022,New Hampshire,America East,16,Marly Johnson,So,OH,5-11,7,0,7,NA,0,0,0,NA,NA,NA,3,4,1,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA
2021-2022,Stony Brook,America East,2,Torri Henry,So,S,5-8,27,27,96,NA,35,13,134,0.164,951,39,31,240,NA,1,36,7,NA,93,30,NA,391,NA,NA,NA,NA
2021-2022,Stony Brook,America East,8,Abby Campbell,So,MB,6-1,27,26,93,NA,214,64,496,0.302,3,17,38,37,NA,11,63,5,NA,273.5,NA,NA,205,NA,NA,NA,NA
2021-2022,Stony Brook,America East,9,Julia Patsos,So,L,5-6,15,8,49,NA,1,0,4,0.25,4,6,12,119,9,NA,NA,NA,NA,7,NA,NA,108,NA,NA,NA,NA
2021-2022,Stony Brook,America East,13,Lauren Schmitz,So,OH,5-10,14,3,30,NA,29,21,103,0.078,1,7,7,27,4,2,12,1,NA,44,1,NA,67,NA,NA,NA,NA
2021-2022,Stony Brook,America East,17,Leoni Kunz,So,OH,5-11,27,27,95,NA,271,119,858,0.177,11,8,21,227,22,2,34,3,NA,298,3,NA,299,NA,NA,NA,NA
2021-2022,UAlbany,America East,7,Cami Eder,So,MB,6-2,2,0,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,UAlbany,America East,10,Hannah Rowe,So,OH,6-1,3,0,5,NA,3,10,26,-0.269,1,1,NA,5,3,NA,NA,1,NA,4,NA,NA,7,NA,NA,NA,NA
2021-2022,UMBC,America East,7,Aysia Miller,So,L/DS,5-10,28,28,102,NA,187,102,573,0.148,268,18,22,317,7,1,25,7,NA,218.5,12,NA,353,NA,NA,NA,NA
2021-2022,UMBC,America East,9,Beste Ayhan,So,MB,6-4,31,31,113,NA,145,35,350,0.314,17,34,31,79,1,18,126,17,NA,260,3,NA,441,NA,NA,NA,NA
2021-2022,UMBC,America East,11,Weronika Wrzesinska,So,OH,6-0,13,1,40,NA,2,5,21,-0.143,5,NA,1,56,9,NA,NA,NA,NA,2,NA,NA,28,NA,NA,NA,NA
2021-2022,Davidson,Atlantic 10,4,Jessie Doyal,So,S,5-10,27,23,101,NA,16,4,67,0.179,527,18,14,191,NA,NA,NA,1,NA,34,12,NA,362,NA,NA,NA,NA
2021-2022,Davidson,Atlantic 10,8,Sophia Hritz,So,L/DS,5-8,27,11,98,NA,22,13,100,0.09,16,18,12,178,19,NA,1,NA,NA,40.5,NA,NA,263,NA,NA,NA,NA
2021-2022,Davidson,Atlantic 10,11,Bella Brady,So,L/DS,5-4,27,0,101,NA,0,2,6,-0.333,99,25,24,542,25,NA,NA,NA,NA,25,1,NA,371,NA,NA,NA,NA
2021-2022,Davidson,Atlantic 10,15,Sola Omonije,So,MB,6-0,27,27,101,NA,175,62,446,0.253,2,5,16,61,1,5,67,4,NA,218.5,NA,NA,207,NA,NA,NA,NA
2021-2022,Dayton,Atlantic 10,6,Amelia Moore,So,MB,6-5,32,31,113,NA,226,96,517,0.251,12,22,24,55,1,12,125,13,NA,322.5,1,NA,255,NA,NA,NA,NA
2021-2022,Duquesne,Atlantic 10,7,Camille Spencer,So,OH,6-2,29,0,114,NA,1,2,12,-0.083,82,31,22,430,75,NA,NA,1,NA,32,NA,NA,410,NA,NA,NA,NA
2021-2022,Duquesne,Atlantic 10,16,Riley Speelman,So,S,5-10,7,0,15,NA,0,0,1,0,66,2,NA,29,NA,NA,NA,NA,NA,2,4,NA,36,NA,NA,NA,NA
2021-2022,Fordham,Atlantic 10,1,Whitley Moody,So,OH,6-1,30,28,108,NA,373,161,1167,0.182,12,20,24,241,31,2,55,4,NA,422.5,NA,NA,352,NA,NA,NA,NA
2021-2022,Fordham,Atlantic 10,3,Lauren Arzuaga,So,OH,6-1,5,0,6,NA,1,2,15,-0.067,NA,NA,NA,3,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
2021-2022,Fordham,Atlantic 10,4,Izzy Fichtel,So,MB,6-1,18,18,69,NA,160,54,396,0.268,2,NA,NA,24,3,5,71,16,NA,200.5,NA,NA,NA,NA,NA,NA,NA
2021-2022,George Mason,Atlantic 10,14,Grace Kristofic,So,S,5-10,13,2,30,NA,9,2,27,0.259,126,4,2,66,NA,NA,NA,3,NA,13,5,NA,85,NA,NA,NA,NA
2021-2022,George Mason,Atlantic 10,24,Katelyn Clarke,So,OH,5-11,23,15,76,NA,102,84,419,0.043,7,13,19,113,26,3,21,5,NA,128.5,1,NA,160,NA,NA,NA,NA
2021-2022,George Washington,Atlantic 10,10,Olivia Womble,So,OPP,6-1,25,9,82,NA,152,81,484,0.147,2,5,5,46,11,4,33,3,NA,177.5,2,NA,77,NA,NA,NA,NA
2021-2022,George Washington,Atlantic 10,11,Markella Lanara,So,MB,6-2,24,18,73,NA,48,22,169,0.154,7,12,18,29,NA,6,36,7,NA,84,1,NA,232,NA,NA,NA,NA
2021-2022,George Washington,Atlantic 10,17,Elizabeth Drelling,So,OH,6-0,24,15,77,NA,34,40,137,-0.044,2,17,30,90,47,1,NA,NA,NA,52,NA,NA,152,NA,NA,NA,NA
2021-2022,Rhode Island,Atlantic 10,3,Brynne Wright,So,OH,5-11,32,24,113,NA,301,160,914,0.154,5,2,11,49,14,2,25,4,NA,317.5,1,NA,57,NA,NA,NA,NA
2021-2022,Saint Louis,Atlantic 10,2,Cece Fitz,So,MB,6-0,16,11,45,NA,42,15,106,0.255,3,NA,1,8,1,6,35,7,NA,65.5,1,NA,1,NA,NA,NA,NA
2021-2022,Saint Louis,Atlantic 10,6,Emily Henken,So,OH,6-1,23,19,83,NA,164,90,543,0.136,11,31,39,163,21,4,25,3,NA,211.5,NA,NA,243,NA,NA,NA,NA
2021-2022,Saint Louis,Atlantic 10,12,Abby Lynn,So,S,5-10,28,4,93,NA,12,9,39,0.077,500,21,18,201,NA,NA,5,1,NA,35.5,5,NA,322,NA,NA,NA,NA
2021-2022,Saint Louis,Atlantic 10,14,Delaney Rice,So,RS,6-4,30,12,113,NA,279,119,699,0.229,2,NA,7,27,1,2,70,4,NA,316,NA,NA,17,NA,NA,NA,NA
2021-2022,Saint Louis,Atlantic 10,18,Carlie Rodgers,So,DS,5-7,30,3,115,NA,5,1,13,0.308,101,29,39,520,40,NA,NA,NA,NA,34,2,NA,401,NA,NA,NA,NA
2021-2022,Saint Louis,Atlantic 10,19,Emma Comparato,So,DS,5-4,9,0,13,NA,0,0,0,NA,3,2,5,7,2,NA,NA,NA,NA,2,NA,NA,15,NA,NA,NA,NA
2021-2022,Saint Louis,Atlantic 10,21,Jillian Mattingly,So,MB,6-1,30,30,113,NA,286,67,563,0.389,7,38,40,70,NA,20,98,5,NA,393,1,NA,339,NA,NA,NA,NA
2021-2022,VCU,Atlantic 10,1,Crew Hoffmeier,So,L/DS,5-4,28,4,95,NA,1,2,6,-0.167,31,11,27,225,13,NA,NA,NA,NA,12,1,NA,275,NA,NA,NA,NA
2021-2022,VCU,Atlantic 10,2,Corinna Jones,So,S,5-9,26,6,75,NA,5,0,14,0.357,298,23,9,117,NA,NA,NA,NA,NA,28,14,NA,241,NA,NA,NA,NA
2021-2022,VCU,Atlantic 10,4,Christina Butera,So,L/DS,5-5,7,0,10,NA,0,0,0,NA,1,1,2,1,1,NA,NA,NA,NA,1,NA,NA,20,NA,NA,NA,NA
2021-2022,VCU,Atlantic 10,5,Jasmine Knight,So,MB,6-0,27,27,99,NA,264,78,551,0.338,7,NA,NA,38,3,19,86,5,NA,326,2,NA,NA,NA,NA,NA,NA
2021-2022,VCU,Atlantic 10,14,Kylie Loftis,So,MB,6-1,28,28,101,NA,170,38,461,0.286,5,6,12,79,2,11,84,7,NA,229,1,NA,379,NA,NA,NA,NA
2021-2022,VCU,Atlantic 10,20,Parker Hartzell,So,OPP,6-1,21,0,60,NA,66,39,232,0.116,1,NA,NA,27,NA,2,22,1,NA,79,NA,NA,NA,NA,NA,NA,NA
2021-2022,VCU,Atlantic 10,24,Kaelyn O'Brien,So,S,6-1,1,0,1,NA,0,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2021-2022,Baylor,Big 12,7,Cassie Davis,So,OH,6-4,5,0,5,NA,3,0,8,0.375,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA
2021-2022,Baylor,Big 12,12,Giselle Vogel,So,DS,6-0,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,Iowa St.,Big 12,12,Alexis Engelbrecht,So,MB,6-2,25,21,77,NA,76,28,191,0.251,7,NA,NA,11,NA,5,56,10,NA,109,2,NA,NA,NA,NA,NA,NA
2021-2022,Iowa St.,Big 12,16,Abby Greiman,So,MB,6-2,5,3,10,NA,10,4,26,0.231,NA,NA,NA,3,NA,NA,7,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA
2021-2022,Kansas,Big 12,3,Karli Schmidt,So,OH,6-1,13,0,20,NA,19,13,59,0.102,2,NA,NA,4,1,NA,NA,1,NA,19,NA,NA,NA,NA,NA,NA,NA
2021-2022,Kansas,Big 12,6,Molly Schultz,So,L/DS,5-7,29,3,78,NA,1,0,3,0.333,3,8,13,56,4,NA,NA,NA,NA,9,NA,NA,178,NA,NA,NA,NA
2021-2022,Kansas,Big 12,9,CC Crawford,So,MB,6-3,30,30,114,NA,256,71,598,0.309,14,17,29,75,NA,26,101,15,NA,349.5,6,NA,297,NA,NA,NA,NA
2021-2022,Kansas,Big 12,10,Kim Whetstone,So,OH,6-0,3,0,3,NA,1,1,4,0,NA,NA,NA,1,NA,NA,1,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA
2021-2022,Kansas,Big 12,12,Elise McGhie,So,S,5-9,24,16,84,NA,19,10,64,0.141,507,14,19,126,2,1,5,1,NA,36.5,16,NA,280,NA,NA,NA,NA
2021-2022,Kansas St.,Big 12,2,Aliyah Carter,So,OH,5-9,28,28,107,NA,431,222,1167,0.179,21,19,54,269,31,4,48,7,NA,478,1,NA,379,NA,NA,NA,NA
2021-2022,Kansas St.,Big 12,4,Kadye Fernholz,So,MB,6-1,26,26,99,NA,174,57,429,0.273,11,19,19,63,NA,4,102,4,NA,248,NA,NA,255,NA,NA,NA,NA
2021-2022,Kansas St.,Big 12,10,Jayden Nembhard,So,OH,6-1,17,0,41,NA,114,58,341,0.164,5,NA,1,20,1,1,5,4,NA,117.5,NA,NA,1,NA,NA,NA,NA
2021-2022,Kansas St.,Big 12,18,Tessa Mati,So,OPP,6-4,3,0,3,NA,1,0,3,0.333,NA,NA,NA,1,NA,NA,1,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA
2021-2022,Kansas St.,Big 12,20,Mackenzie Morris,So,L/DS,5-7,28,0,107,NA,0,0,4,0,41,32,32,424,30,NA,NA,NA,NA,32,NA,NA,454,NA,NA,NA,NA
2021-2022,Oklahoma,Big 12,1,Kelsey Carrington,So,MB,6-3,10,7,30,NA,28,22,77,0.078,1,3,9,9,NA,2,29,2,NA,47.5,NA,NA,72,NA,NA,NA,NA
2021-2022,Oklahoma,Big 12,7,Sam Anthony,So,DS,5-6,24,11,94,NA,1,1,4,0,18,11,26,204,13,NA,NA,NA,NA,12,NA,NA,329,NA,NA,NA,NA
2021-2022,Oklahoma,Big 12,17,Tyler Alcorn,So,MB,6-0,22,19,79,NA,49,29,162,0.123,3,NA,1,23,1,12,58,9,NA,90,1,NA,1,NA,NA,NA,NA
2021-2022,TCU,Big 12,6,Taylor Raiola,So,OH,6-0,22,19,70,NA,202,113,610,0.146,10,12,16,150,25,NA,25,1,NA,226.5,NA,NA,211,NA,NA,NA,NA
2021-2022,TCU,Big 12,9,Alyssa Heist,So,S,5-7,6,0,9,NA,0,0,0,NA,14,NA,1,6,NA,NA,NA,NA,NA,NA,3,NA,9,NA,NA,NA,NA
2021-2022,TCU,Big 12,10,Alexcis Lusby,So,OPP,6-5,8,0,15,NA,15,17,56,-0.036,NA,NA,NA,3,NA,NA,10,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
2021-2022,TCU,Big 12,16,Annie Cornay,So,MB,6-3,3,0,3,NA,2,0,3,0.667,NA,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA
2021-2022,Texas,Big 12,4,Melanie Parra,So,OH,5-11,29,24,99,NA,29,15,73,0.192,10,60,85,156,22,NA,7,NA,NA,92.5,NA,NA,386,NA,NA,NA,NA
2021-2022,Texas,Big 12,12,Nalani Iosia,So,DS,5-8,29,0,98,NA,4,3,19,0.053,111,29,49,313,29,NA,NA,NA,NA,33,1,NA,432,NA,NA,NA,NA
2021-2022,Texas,Big 12,19,Reilly Heinrich,So,DS,5-6,11,0,16,NA,0,0,0,NA,2,1,NA,9,2,NA,NA,NA,NA,1,NA,NA,24,NA,NA,NA,NA
2021-2022,Texas,Big 12,24,Naomi Cabello,So,S,6-1,6,0,16,NA,2,1,4,0.25,21,2,NA,3,NA,NA,2,NA,NA,5,NA,NA,10,NA,NA,NA,NA
2021-2022,Texas Tech,Big 12,16,Reese Rhodes,So,S,6-1,23,1,55,NA,9,3,28,0.214,104,1,7,47,NA,3,11,1,NA,18.5,1,NA,82,NA,NA,NA,NA
2021-2022,Texas Tech,Big 12,18,Maddie O'Brien,So,OH,6-2,23,4,54,NA,32,12,85,0.235,NA,3,6,13,NA,2,22,NA,NA,48,NA,NA,85,NA,NA,NA,NA
2021-2022,Texas Tech,Big 12,20,Mackenzie Morgan,So,OH,6-3,14,1,23,NA,12,11,40,0.025,NA,2,10,18,4,1,2,NA,NA,16,NA,NA,32,NA,NA,NA,NA
2021-2022,West Virginia,Big 12,12,Skye Stokes,So,OH,5-9,29,7,101,NA,18,17,92,0.011,19,56,77,256,7,NA,NA,NA,NA,74,NA,NA,435,NA,NA,NA,NA
2021-2022,Butler,Big East,1,Autumn Flowers,So,MB,6-1,1,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-2022,Butler,Big East,4,Madison Friebel,So,S,5-10,27,15,96,NA,27,5,91,0.242,729,19,36,212,NA,NA,16,1,NA,54,5,NA,316,NA,NA,NA,NA
2021-2022,Butler,Big East,6,Lauren Hughes,So,L/DS,5-3,17,0,30,NA,1,0,2,0.5,2,NA,4,15,3,NA,NA,NA,NA,1,NA,NA,46,NA,NA,NA,NA
2021-2022,Butler,Big East,8,Hannah Kelly,So,L/DS,5-4,10,4,27,NA,1,0,1,1,3,8,4,36,3,NA,NA,NA,NA,9,NA,NA,82,NA,NA,NA,NA
2021-2022,Butler,Big East,12,Marissa McKelvey,So,S,5-9,27,17,72,NA,18,12,77,0.078,437,16,30,150,NA,NA,6,4,NA,37,2,NA,276,NA,NA,NA,NA
2021-2022,Butler,Big East,15,Caroline Cleveland,So,L,5-7,30,13,97,NA,0,2,23,-0.087,5,24,26,196,15,NA,1,NA,NA,24.5,NA,NA,317,NA,NA,NA,NA
2021-2022,Butler,Big East,17,Amina Shackelford,So,MB,6-1,29,16,100,NA,199,83,562,0.206,3,NA,2,46,NA,2,72,6,NA,237,1,NA,12,NA,NA,NA,NA
2021-2022,Creighton,Big East,1,Ellie Bolton,So,DS,5-7,30,1,81,NA,0,0,0,NA,13,5,7,139,10,NA,NA,NA,NA,5,NA,NA,89,NA,NA,NA,NA
2021-2022,Creighton,Big East,12,Megan Skovsende,So,OH,5-11,25,0,59,NA,1,3,10,-0.2,NA,4,13,23,2,NA,NA,NA,NA,5,NA,NA,155,NA,NA,NA,NA
2021-2022,Creighton,Big East,14,Katie Maser,So,S,5-8,12,0,14,NA,0,0,0,NA,1,1,3,2,NA,NA,NA,NA,NA,1,NA,NA,15,NA,NA,NA,NA
2021-2022,DePaul,Big East,3,Jill Pressly,So,OH,5-11,31,27,109,NA,362,166,983,0.199,16,21,27,290,28,8,28,13,NA,405,1,NA,348,NA,NA,NA,NA
