Season,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,TB,PTS,BHE,Trpl Dbl,SrvAtt,RetAtt,Dbl Dbl,Hometown,High School,TeamID
2020-2021,West Virginia,Big 12,10,Athena Ardila,Sr,OH,5-11,5,5,20,3,40,30,138,0.072,3,1,3,33,5,NA,6,1,7,44,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,West Virginia,Big 12,14,Briana Lynch,Sr,MB,6-2,21,21,86,4,223,41,502,0.363,4,NA,NA,18,1,10,81,2,62,273.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,West Virginia,Big 12,16,Lindsay Proctor,Sr,DS,5-8,14,9,58,1,2,3,7,-0.143,7,6,11,122,9,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,West Virginia,Big 12,22,Audrey Adams,Sr,MB,6-2,16,16,66,1,123,59,343,0.187,2,9,5,17,NA,2,50,1,29,159,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Creighton,Big East,4,Grace Nelson,Sr,DS,5-9,13,1,32,1,1,0,1,1,10,NA,3,61,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Creighton,Big East,8,Erica Kostelac,Sr,OH,6-2,9,6,23,4,33,21,125,0.096,1,9,9,10,NA,NA,5,4,5,44.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Creighton,Big East,15,Mahina Pua'a,Sr,S,5-7,16,6,61,6,12,1,25,0.44,278,8,9,92,NA,NA,NA,NA,NA,20,7,NA,NA,NA,NA,NA,NA,NA
2020-2021,Creighton,Big East,21,Naomi Hickman,Sr,MB,6-4,16,16,62,11,92,23,209,0.33,6,NA,2,9,1,4,69,3,68,130.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,DePaul,Big East,2,Emma Price,Sr,RS,6-2,9,5,34,NA,75,30,190,0.237,3,NA,NA,14,NA,1,12,3,12,82,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,DePaul,Big East,4,Isabelle Banez,Sr,L/DS,5-6,15,NA,15,NA,0,0,2,0,4,2,2,10,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,DePaul,Big East,10,Avarie Evans-Allen,Sr,MH,6-0,11,11,45,2,84,27,197,0.289,7,1,NA,11,NA,5,21,2,18.5,100.5,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,4,Sarah Rose,Sr,S,5-7,1,1,1,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,8,Hope Werch,Sr,OH,6-1,14,13,51,4,121,56,409,0.159,11,19,22,122,15,4,16,3,15.5,152,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,9,Kaitlyn Lines,Sr,OH,-,13,1,45,1,94,45,269,0.182,4,4,3,16,1,1,12,1,10.5,105,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,10,Taylor Wolf,Sr,S,6-2,13,13,48,4,132,47,359,0.237,234,16,11,143,NA,1,30,2,19.5,164,6,5,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,16,Savannah Rennie,Sr,OH,6-2,14,14,51,4,108,35,234,0.312,11,16,24,37,NA,7,44,2,36.5,153,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Marquette,Big East,23,Elizabeth Orf,Sr,MB,6-3,1,1,3,NA,12,1,19,0.579,22,NA,NA,13,NA,NA,1,NA,0.5,12.5,NA,1,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,3,Allison Barber,Sr,S,5-11,10,10,41,2,34,16,101,0.178,362,12,14,115,NA,1,19,NA,13,56.5,7,NA,NA,NA,NA,NA,NA,NA
2020-2021,Providence,Big East,16,Sarah Daneliak,Sr,MB,6-0,2,1,4,NA,7,4,16,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Seton Hall,Big East,12,Amanda Rachwal,Sr,MB,6-2,6,4,22,4,25,10,60,0.25,2,1,2,7,1,2,14,NA,14.5,35,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,3,Maria Angelica Palacios,Sr,MB,6-2,14,14,51,10,78,29,179,0.274,2,NA,1,9,NA,8,32,6,36.5,102,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,9,Jordan McCalla,Sr,OH,6-1,13,10,46,8,49,24,142,0.176,11,7,9,105,14,NA,9,NA,7.5,60.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,11,Tiziana Baumrukova,Sr,S,5-9,14,14,51,10,20,8,65,0.185,588,9,11,105,NA,NA,16,1,15,37,11,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,14,Klara Mikelova,Sr,OH,6-1,5,1,9,NA,27,19,71,0.113,2,NA,1,15,2,NA,2,NA,1,28,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,St. John's (NY),Big East,15,Kayley Wood,Sr,MB,6-2,4,NA,4,NA,0,2,7,-0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,5,Ally Barrett,Sr,OH,6-1,11,7,35,5,35,18,145,0.117,5,4,8,57,3,NA,7,1,5.5,42.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,8,Genevieve Florig,Sr,MB,6-1,9,8,33,4,50,18,128,0.25,3,NA,2,3,NA,5,34,1,32,72,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,9,Isabelle Peterson,Sr,MB,5-10,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UConn,Big East,12,Courtney Morris,Sr,S,6-1,10,8,34,7,16,6,50,0.2,210,4,3,44,NA,2,14,2,14,29,4,NA,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,3,Averi Salvador,Sr,L/DS,5-4,30,NA,30,NA,1,0,2,0.5,13,13,6,131,2,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,15,Mallory Potts,Sr,OH,6-0,8,5,29,4,51,20,176,0.176,1,NA,NA,15,NA,NA,13,NA,12,57.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Villanova,Big East,21,Sarah Allman,Sr,L/DS,5-8,10,3,43,2,0,0,0,NA,6,11,29,68,12,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,8,Moriah Hopkins,Sr,RS,6-1,14,3,43,3,83,35,249,0.193,1,NA,NA,24,NA,2,20,3,19.5,95,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Xavier,Big East,15,Ailsa Watson,Sr,S,5-9,2,NA,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,1,Puaoolelagi Sao,Sr,DS,5-6,17,5,70,NA,0,0,9,0,19,10,14,138,17,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,2,Catelyn Linke,Sr,L,5-8,69,NA,69,NA,2,1,24,0.042,38,16,25,322,20,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,7,Alisha Straw,Sr,RS,5-10,11,2,28,NA,3,2,35,0.029,1,5,7,59,4,NA,NA,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,8,Sharae Niu,Sr,S,5-6,10,1,22,NA,0,1,2,-0.5,1,2,4,26,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Eastern Wash.,Big Sky,18,Ana Paula Zandona,Sr,S,6-2,16,9,56,NA,21,0,78,0.269,338,13,11,86,NA,NA,11,2,7.5,39.5,14,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho,Big Sky,4,Donnèe Janzen,Sr,S,5-11,16,7,55,NA,9,5,36,0.111,389,5,11,90,1,1,8,1,6,19,5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho,Big Sky,16,Avery Housley,Sr,OH,6-0,17,16,72,NA,175,95,636,0.126,3,8,20,109,19,3,23,3,17.5,197.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Idaho St.,Big Sky,23,Taylor Meeks,Sr,MB,6-3,16,16,63,NA,115,37,277,0.282,2,3,17,31,NA,21,55,4,52.5,166.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana,Big Sky,14,Peyten Boutwell,Sr,MB,6-3,16,16,66,NA,144,52,354,0.26,1,NA,2,12,NA,9,45,8,39.5,175.5,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana St.,Big Sky,3,Libby Christensen,Sr,DS,5-8,27,NA,27,NA,1,1,6,0,23,4,3,113,24,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana St.,Big Sky,4,Alexis Goroski,Sr,L/DS,5-6,59,NA,59,NA,1,0,3,0.333,45,11,12,140,23,NA,1,NA,0.5,12.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana St.,Big Sky,5,Hailey Merkes,Sr,OH,5-10,15,15,54,NA,86,52,252,0.135,5,14,18,56,NA,NA,16,1,9,108,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Montana St.,Big Sky,16,Hannah Scott,Sr,OH,5-11,15,15,61,NA,176,71,453,0.232,9,3,8,133,21,NA,23,1,12.5,190.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Ariz.,Big Sky,24,Heaven Harris,Sr,OPP,6-0,61,NA,61,NA,156,55,390,0.259,4,NA,NA,36,NA,1,29,2,17.5,171.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Colo.,Big Sky,5,Taylor Muff,Sr,OH,5-11,19,19,70,NA,244,112,713,0.185,16,20,21,201,17,5,21,6,21.5,279.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Colo.,Big Sky,7,Daisy Schultz,Sr,S,5-9,19,19,70,NA,56,9,173,0.272,719,22,21,143,NA,1,16,3,12,87,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northern Colo.,Big Sky,10,Lauren Hinrichs,Sr,MB,6-1,19,19,67,NA,125,28,272,0.357,3,3,7,24,NA,1,37,4,23.5,147.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Portland St.,Big Sky,13,Maddy Reeb,Sr,S,5-10,18,5,53,NA,77,35,193,0.218,171,6,6,86,12,1,23,2,14.5,95.5,35,2,NA,NA,NA,NA,NA,NA
2020-2021,Sacramento St.,Big Sky,2,Cianna Andrews,Sr,MH,5-10,4,1,9,NA,14,6,27,0.296,NA,NA,NA,2,NA,2,6,1,6,19,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Sacramento St.,Big Sky,3,Macey Hayden,Sr,OH,5-11,16,16,60,NA,124,65,394,0.15,6,20,21,163,28,1,19,1,11.5,154.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Sacramento St.,Big Sky,11,Paige Swinney,Sr,DS,5-11,19,NA,19,NA,0,0,0,NA,8,1,4,34,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Sacramento St.,Big Sky,13,Michelle Taynton,Sr,DS,5-3,22,NA,22,NA,0,1,3,-0.333,3,8,1,15,3,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Southern Utah,Big Sky,2,Mckenzie Dowell,Sr,OH,6-2,12,7,37,NA,53,24,145,0.2,4,3,7,20,1,12,25,1,25.5,80.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Southern Utah,Big Sky,10,Stacey Hone,Sr,OH,6-0,16,14,61,NA,154,72,429,0.191,NA,15,19,31,NA,7,40,6,33,196,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Southern Utah,Big Sky,11,Elisa Lago,Sr,OH,6-1,17,16,63,NA,104,73,395,0.078,16,33,17,157,31,NA,9,7,11.5,141.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Weber St.,Big Sky,1,Rylin Adams,Sr,OH,5-9,21,21,78,NA,343,121,974,0.228,9,19,23,233,23,5,33,1,22.5,383.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Weber St.,Big Sky,15,Sam Schiess,Sr,MB,6-1,21,21,78,NA,183,47,380,0.358,NA,NA,NA,16,1,11,77,10,59.5,232.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Weber St.,Big Sky,19,Ashlyn Power,Sr,S,5-8,21,21,78,NA,17,5,79,0.152,844,20,15,214,NA,2,25,4,18.5,51.5,11,NA,NA,NA,NA,NA,NA,NA
2020-2021,Campbell,Big South,5,Hannah Schneggenburger,Sr,MB,6-1,5,1,8,1,7,5,22,0.091,1,NA,NA,2,NA,NA,1,NA,1,7.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Campbell,Big South,6,Madee Miner,Sr,S,5-8,16,12,52,6,18,2,44,0.364,314,21,14,142,2,NA,NA,NA,NA,39,4,NA,NA,NA,NA,NA,NA,NA
2020-2021,Gardner-Webb,Big South,21,Alexandria Roycraft,Sr,MB,6-2,14,14,49,NA,86,50,260,0.138,1,2,4,17,NA,19,41,8,47.5,127.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,High Point,Big South,8,Kassidy Dickerson,Sr,DS,5-6,5,1,7,NA,0,0,0,NA,NA,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,High Point,Big South,10,Ali Thanhauser,Sr,MB,6-2,1,1,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,High Point,Big South,19,Abby Bottomley,Sr,DS,5-6,63,NA,63,NA,2,1,11,0.091,69,28,22,339,9,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Presbyterian,Big South,1,Hannah Chapman,Sr,MB,6-1,8,7,23,3,11,6,46,0.109,1,NA,NA,4,1,7,13,NA,17,24.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Presbyterian,Big South,14,Allie Wright,Sr,MB,6-1,16,16,63,4,81,29,291,0.179,10,18,2,46,7,9,48,7,42,132,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Presbyterian,Big South,21,Sierra Jones,Sr,S,5-7,16,14,63,2,1,1,17,0,257,18,19,109,1,NA,NA,NA,NA,19,21,NA,NA,NA,NA,NA,NA,NA
2020-2021,Radford,Big South,7,Jordan Coomes,Sr,S,5-10,14,5,32,1,9,4,32,0.156,149,8,5,50,NA,1,3,NA,3,19.5,7,NA,NA,NA,NA,NA,NA,NA
2020-2021,Radford,Big South,26,Maddie Lentz,Sr,S,5-11,14,4,30,NA,9,6,36,0.083,146,8,6,61,NA,NA,4,NA,2,19,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,UNC Asheville,Big South,4,Cecilia Stack,Sr,MB,6-1,16,16,59,1,53,40,190,0.068,4,6,8,25,1,3,37,2,26,80.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,UNC Asheville,Big South,16,Kasey West,Sr,DS,5-3,47,NA,47,NA,0,3,27,-0.111,37,15,16,194,11,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Winthrop,Big South,2,Morgan BOSSLER,Sr,MB,6-3,16,16,54,10,138,33,315,0.333,1,14,5,36,NA,11,45,9,50,185.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Winthrop,Big South,4,Jessica Young,Sr,OH,5-8,8,6,21,4,34,23,128,0.086,2,1,7,40,10,4,7,NA,9.5,42.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Winthrop,Big South,16,Nikkia BENITEZ,Sr,OH,6-0,16,16,50,10,123,69,440,0.123,6,8,11,184,11,7,19,3,24,147.5,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Illinois,Big Ten,4,Kylie Bruder,Sr,S,5-11,71,NA,71,NA,6,1,9,0.556,134,16,18,59,NA,NA,NA,NA,NA,22,5,NA,NA,NA,NA,NA,NA,NA
2020-2021,Illinois,Big Ten,14,Emily Hollowell,Sr,OH,6-3,9,4,29,NA,39,24,125,0.12,1,NA,NA,6,NA,NA,10,NA,5,44,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Illinois,Big Ten,15,Megan Cooney,Sr,OH,6-4,16,14,62,NA,205,117,620,0.142,8,14,27,109,17,2,35,4,23.5,238.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Indiana,Big Ten,8,Brooke Westbeld,Sr,S,6-2,18,17,65,NA,48,20,148,0.189,376,3,18,118,1,4,31,4,23.5,70.5,9,NA,NA,NA,NA,NA,NA,NA
2020-2021,Maryland,Big Ten,1,Nicole Alford,Sr,S,6-1,20,11,82,NA,28,13,77,0.195,458,13,20,132,1,3,26,2,18,57,6,NA,NA,NA,NA,NA,NA,NA
2020-2021,Maryland,Big Ten,4,Jada Gardner,Sr,MB,6-1,17,10,68,NA,120,65,283,0.194,5,8,9,68,NA,2,54,3,32,157,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Maryland,Big Ten,9,Erika Pritchard,Sr,OH,6-2,20,20,82,NA,285,145,796,0.176,12,27,37,165,55,5,45,NA,27.5,339.5,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Maryland,Big Ten,10,Hailey Rubino,Sr,OH,5-11,15,5,55,NA,1,0,14,0.071,7,4,5,52,9,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Maryland,Big Ten,17,Sam Burgio,Sr,DS,5-10,75,NA,75,NA,3,0,10,0.3,50,15,14,345,20,NA,NA,NA,NA,18,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Maryland,Big Ten,19,Chloe Prejean,Sr,S,5-9,11,NA,11,NA,0,0,0,NA,NA,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Michigan St.,Big Ten,3,Meredith Norris,Sr,OH,6-3,14,10,43,NA,56,40,199,0.08,9,6,10,83,19,1,7,NA,4.5,66.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Michigan St.,Big Ten,4,Jamye Cox,Sr,L/DS,5-6,55,NA,55,NA,0,0,2,0,25,11,14,211,24,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Michigan St.,Big Ten,11,Alyssa Chronowski,Sr,OH,6-2,12,6,41,NA,79,35,229,0.192,2,NA,2,24,6,1,22,6,18,91,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Michigan St.,Big Ten,15,Lauren Swartz,Sr,OH,6-5,8,2,24,NA,34,11,94,0.245,NA,NA,2,16,1,NA,10,1,6,39,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Minnesota,Big Ten,8,Airi Miyabe,Sr,OH,6-0,12,2,21,NA,12,7,43,0.116,1,NA,NA,3,NA,2,7,2,7.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Minnesota,Big Ten,10,Stephanie Samedy,Sr,RS,6-2,19,19,71,NA,295,84,756,0.279,20,10,8,176,2,1,54,1,29,333,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Minnesota,Big Ten,21,Regan Pittman,Sr,MB,6-5,19,19,71,NA,110,36,255,0.29,18,23,13,58,1,17,88,5,66,194,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Nebraska,Big Ten,11,Lexi Sun,Sr,OH,6-2,19,19,66,NA,240,90,620,0.242,16,26,30,145,10,2,41,9,31.5,288.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Nebraska,Big Ten,12,Jazz Sweet,Sr,OH,6-3,17,7,45,NA,68,27,173,0.237,NA,NA,NA,11,1,1,22,3,15,80,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Nebraska,Big Ten,26,Lauren Stivrins,Sr,MB,6-4,18,18,62,NA,197,37,342,0.468,6,2,10,17,1,8,56,11,47,235,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Nebraska,Big Ten,43,Hayley Densberger,Sr,L/DS,5-9,53,NA,53,NA,0,0,0,NA,2,8,15,20,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northwestern,Big Ten,6,Ivey Whalen,Sr,OH,6-3,16,NA,16,NA,0,0,0,NA,NA,3,2,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northwestern,Big Ten,10,Amy Wang,Sr,L,5-6,18,NA,18,NA,0,0,0,NA,1,3,3,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northwestern,Big Ten,15,Danyelle Williams,Sr,OPP,6-1,4,2,8,NA,9,7,24,0.083,NA,NA,NA,3,NA,NA,1,NA,0.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northwestern,Big Ten,18,Nia Robinson,Sr,OH,6-2,8,4,29,NA,61,29,150,0.213,1,NA,NA,13,1,NA,2,NA,1,62,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Northwestern,Big Ten,20,Alana Walker,Sr,MB,6-3,10,10,39,NA,58,27,150,0.207,2,6,4,9,1,4,32,NA,20,84,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Ohio St.,Big Ten,7,Hannah Gruensfelder,Sr,L/DS,5-6,18,9,71,NA,0,2,3,-0.667,23,16,18,205,10,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Ohio St.,Big Ten,12,Lauren Witte,Sr,MB,6-2,20,20,81,NA,128,27,276,0.366,4,16,19,52,2,11,75,5,53.5,192.5,3,NA,NA,NA,NA,NA,NA,NA
2020-2021,Penn St.,Big Ten,8,Hannah Flowers,Sr,RS,6-3,5,NA,5,NA,7,1,17,0.353,NA,NA,NA,NA,2,1,1,NA,1.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Purdue,Big Ten,4,Caitlyn Newton,Sr,OH,6-1,23,23,83,NA,326,150,1043,0.169,8,38,37,164,9,5,42,1,27,390,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Purdue,Big Ten,19,Jena Otec,Sr,DS,5-10,84,NA,84,NA,1,0,13,0.077,85,22,22,383,21,NA,NA,NA,NA,23,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rutgers,Big Ten,1,Beka Kojadinovic,Sr,RS,6-0,20,20,74,NA,211,84,557,0.228,10,33,45,184,12,NA,30,2,17,259,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rutgers,Big Ten,5,Shea McNamara,Sr,MB,6-1,20,20,74,NA,117,55,289,0.215,2,NA,NA,8,1,5,58,2,36,151,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rutgers,Big Ten,8,Yana Kamshilina,Sr,OH,6-0,19,NA,19,NA,0,0,1,0,NA,3,4,8,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rutgers,Big Ten,13,Kamila Cieslik,Sr,RS,5-11,20,19,72,NA,158,76,535,0.153,8,17,28,125,20,NA,14,1,8,182,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Rutgers,Big Ten,33,Mary Kate Painter,Sr,L/DS,5-4,19,2,49,NA,3,1,5,0.4,5,1,6,52,9,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wisconsin,Big Ten,1,Lauren Barnes,Sr,L/DS,5-6,56,NA,56,NA,1,1,8,0,56,14,15,252,6,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wisconsin,Big Ten,2,Sydney Hilley,Sr,S,6-0,16,16,52,NA,23,7,76,0.211,566,9,12,131,1,2,23,2,15.5,45.5,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wisconsin,Big Ten,7,Giorgia Civita,Sr,L,5-6,13,3,44,NA,0,0,1,0,13,16,20,101,6,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wisconsin,Big Ten,12,Nicole Shanahan,Sr,MB,6-2,2,NA,2,NA,1,2,4,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wisconsin,Big Ten,16,Dana Rettke,Sr,MB,6-8,17,17,56,NA,175,28,355,0.414,4,5,20,25,1,17,67,5,55.5,230.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wisconsin,Big Ten,21,Grace Loberg,Sr,OH,6-3,16,16,52,NA,143,38,414,0.254,8,16,20,111,14,3,20,2,15,172,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wisconsin,Big Ten,23,Molly Haggerty,Sr,OH,6-1,14,10,45,NA,120,42,319,0.245,4,7,9,72,9,1,10,1,7,133,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Wisconsin,Big Ten,31,Deahna Kraft,Sr,OH,6-0,16,6,40,NA,21,11,70,0.143,5,5,7,55,7,NA,2,NA,1,27,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Col. of Charleston,CAA,9,Logan Manusky,Sr,OH,5-9,11,0,43,NA,3,0,9,0.333,45,4,6,229,5,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA
2020-2021,Col. of Charleston,CAA,12,Hazel Brown,Sr,OH,6-0,11,10,40,5,88,44,285,0.154,1,10,15,72,23,1,25,3,23.5,111.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Elon,CAA,2,Isabella Seman,Sr,L/DS,5-10,7,NA,7,NA,0,0,1,0,1,2,7,7,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Elon,CAA,7,Madi Genaway,Sr,OH,6-1,2,1,5,NA,2,6,17,-0.235,NA,NA,NA,1,1,NA,1,1,1.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Elon,CAA,8,Natalie Cummins,Sr,MB,6-3,10,10,38,3,54,20,124,0.274,NA,7,11,21,NA,8,19,4,24,78.5,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Elon,CAA,10,Kodi Garcia,Sr,S,5-11,9,8,37,1,2,0,15,0.133,193,10,4,59,NA,NA,NA,1,NA,12,4,NA,NA,NA,NA,NA,NA,NA
2020-2021,Elon,CAA,11,Julia Crabtree,Sr,RS,6-1,8,1,31,1,28,23,100,0.05,2,NA,NA,12,1,NA,10,1,6.5,33,1,NA,NA,NA,NA,NA,NA,NA
2020-2021,Hofstra,CAA,2,Ana Martinovic,Sr,OH,6-0,7,7,24,1,76,34,236,0.178,4,10,7,61,8,NA,4,NA,2.5,88,NA,NA,NA,NA,NA,NA,NA,NA
2020-2021,Hofstra,CAA,6,Dubravka Krakovic,Sr,MB,6-0,2,1,5,1,3,2,12,0.083,1,NA,NA,1,1,NA,2,NA,1.5,4,1,NA,NA,NA,NA,NA,NA,NA
